datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw
8/1/19 0:00,RFC,MIDATL,AE,AECO,1265.191
8/1/19 1:00,RFC,MIDATL,AE,AECO,1174.354
8/1/19 2:00,RFC,MIDATL,AE,AECO,1111.713
8/1/19 3:00,RFC,MIDATL,AE,AECO,1086.056
8/1/19 4:00,RFC,MIDATL,AE,AECO,1094.492
8/1/19 5:00,RFC,MIDATL,AE,AECO,1120.194
8/1/19 6:00,RFC,MIDATL,AE,AECO,1163.491
8/1/19 7:00,RFC,MIDATL,AE,AECO,1231.402
8/1/19 8:00,RFC,MIDATL,AE,AECO,1320.67
8/1/19 9:00,RFC,MIDATL,AE,AECO,1420.395
8/1/19 10:00,RFC,MIDATL,AE,AECO,1520.502
8/1/19 11:00,RFC,MIDATL,AE,AECO,1642.89
8/1/19 12:00,RFC,MIDATL,AE,AECO,1738.087
8/1/19 13:00,RFC,MIDATL,AE,AECO,1822.725
8/1/19 14:00,RFC,MIDATL,AE,AECO,1906.246
8/1/19 15:00,RFC,MIDATL,AE,AECO,1974.917
8/1/19 16:00,RFC,MIDATL,AE,AECO,1977.028
8/1/19 17:00,RFC,MIDATL,AE,AECO,1957.01
8/1/19 18:00,RFC,MIDATL,AE,AECO,1871.537
8/1/19 19:00,RFC,MIDATL,AE,AECO,1820.133
8/1/19 20:00,RFC,MIDATL,AE,AECO,1764.777
8/1/19 21:00,RFC,MIDATL,AE,AECO,1681.706
8/1/19 22:00,RFC,MIDATL,AE,AECO,1542.707
8/1/19 23:00,RFC,MIDATL,AE,AECO,1381.197
8/2/19 0:00,RFC,MIDATL,AE,AECO,1250.34
8/2/19 1:00,RFC,MIDATL,AE,AECO,1164.72
8/2/19 2:00,RFC,MIDATL,AE,AECO,1104.754
8/2/19 3:00,RFC,MIDATL,AE,AECO,1049.701
8/2/19 4:00,RFC,MIDATL,AE,AECO,1033.236
8/2/19 5:00,RFC,MIDATL,AE,AECO,1066.161
8/2/19 6:00,RFC,MIDATL,AE,AECO,1125.456
8/2/19 7:00,RFC,MIDATL,AE,AECO,1179.343
8/2/19 8:00,RFC,MIDATL,AE,AECO,1262.593
8/2/19 9:00,RFC,MIDATL,AE,AECO,1339.057
8/2/19 10:00,RFC,MIDATL,AE,AECO,1444.885
8/2/19 11:00,RFC,MIDATL,AE,AECO,1548.074
8/2/19 12:00,RFC,MIDATL,AE,AECO,1608.689
8/2/19 13:00,RFC,MIDATL,AE,AECO,1673.838
8/2/19 14:00,RFC,MIDATL,AE,AECO,1753.158
8/2/19 15:00,RFC,MIDATL,AE,AECO,1823.881
8/2/19 16:00,RFC,MIDATL,AE,AECO,1892.424
8/2/19 17:00,RFC,MIDATL,AE,AECO,1869.018
8/2/19 18:00,RFC,MIDATL,AE,AECO,1849.855
8/2/19 19:00,RFC,MIDATL,AE,AECO,1798.408
8/2/19 20:00,RFC,MIDATL,AE,AECO,1766.648
8/2/19 21:00,RFC,MIDATL,AE,AECO,1684.68
8/2/19 22:00,RFC,MIDATL,AE,AECO,1549.626
8/2/19 23:00,RFC,MIDATL,AE,AECO,1415.93
8/3/19 0:00,RFC,MIDATL,AE,AECO,1275.145
8/3/19 1:00,RFC,MIDATL,AE,AECO,1184.343
8/3/19 2:00,RFC,MIDATL,AE,AECO,1100.248
8/3/19 3:00,RFC,MIDATL,AE,AECO,1072.412
8/3/19 4:00,RFC,MIDATL,AE,AECO,1052.42
8/3/19 5:00,RFC,MIDATL,AE,AECO,1043.77
8/3/19 6:00,RFC,MIDATL,AE,AECO,1055.757
8/3/19 7:00,RFC,MIDATL,AE,AECO,1153.009
8/3/19 8:00,RFC,MIDATL,AE,AECO,1281.87
8/3/19 9:00,RFC,MIDATL,AE,AECO,1409.037
8/3/19 10:00,RFC,MIDATL,AE,AECO,1520.741
8/3/19 11:00,RFC,MIDATL,AE,AECO,1636.575
8/3/19 12:00,RFC,MIDATL,AE,AECO,1691.178
8/3/19 13:00,RFC,MIDATL,AE,AECO,1764.716
8/3/19 14:00,RFC,MIDATL,AE,AECO,1837.61
8/3/19 15:00,RFC,MIDATL,AE,AECO,1908.81
8/3/19 16:00,RFC,MIDATL,AE,AECO,1982.602
8/3/19 17:00,RFC,MIDATL,AE,AECO,2037.521
8/3/19 18:00,RFC,MIDATL,AE,AECO,2056.447
8/3/19 19:00,RFC,MIDATL,AE,AECO,1978.537
8/3/19 20:00,RFC,MIDATL,AE,AECO,1897.401
8/3/19 21:00,RFC,MIDATL,AE,AECO,1800.117
8/3/19 22:00,RFC,MIDATL,AE,AECO,1668.736
8/3/19 23:00,RFC,MIDATL,AE,AECO,1518.361
8/4/19 0:00,RFC,MIDATL,AE,AECO,1377.079
8/4/19 1:00,RFC,MIDATL,AE,AECO,1269.533
8/4/19 2:00,RFC,MIDATL,AE,AECO,1196.189
8/4/19 3:00,RFC,MIDATL,AE,AECO,1138.436
8/4/19 4:00,RFC,MIDATL,AE,AECO,1123.843
8/4/19 5:00,RFC,MIDATL,AE,AECO,1110.505
8/4/19 6:00,RFC,MIDATL,AE,AECO,1103.962
8/4/19 7:00,RFC,MIDATL,AE,AECO,1183.053
8/4/19 8:00,RFC,MIDATL,AE,AECO,1312.235
8/4/19 9:00,RFC,MIDATL,AE,AECO,1453.872
8/4/19 10:00,RFC,MIDATL,AE,AECO,1585.744
8/4/19 11:00,RFC,MIDATL,AE,AECO,1698.191
8/4/19 12:00,RFC,MIDATL,AE,AECO,1803.598
8/4/19 13:00,RFC,MIDATL,AE,AECO,1832.718
8/4/19 14:00,RFC,MIDATL,AE,AECO,1884.579
8/4/19 15:00,RFC,MIDATL,AE,AECO,1943.827
8/4/19 16:00,RFC,MIDATL,AE,AECO,2020.146
8/4/19 17:00,RFC,MIDATL,AE,AECO,2089
8/4/19 18:00,RFC,MIDATL,AE,AECO,2086.196
8/4/19 19:00,RFC,MIDATL,AE,AECO,2001.475
8/4/19 20:00,RFC,MIDATL,AE,AECO,1914.462
8/4/19 21:00,RFC,MIDATL,AE,AECO,1804.143
8/4/19 22:00,RFC,MIDATL,AE,AECO,1645.519
8/4/19 23:00,RFC,MIDATL,AE,AECO,1477.647
8/5/19 0:00,RFC,MIDATL,AE,AECO,1327.338
8/5/19 1:00,RFC,MIDATL,AE,AECO,1225.331
8/5/19 2:00,RFC,MIDATL,AE,AECO,1152.069
8/5/19 3:00,RFC,MIDATL,AE,AECO,1123.216
8/5/19 4:00,RFC,MIDATL,AE,AECO,1107.068
8/5/19 5:00,RFC,MIDATL,AE,AECO,1139.056
8/5/19 6:00,RFC,MIDATL,AE,AECO,1170.208
8/5/19 7:00,RFC,MIDATL,AE,AECO,1222.904
8/5/19 8:00,RFC,MIDATL,AE,AECO,1305.55
8/5/19 9:00,RFC,MIDATL,AE,AECO,1375.151
8/5/19 10:00,RFC,MIDATL,AE,AECO,1441.782
8/5/19 11:00,RFC,MIDATL,AE,AECO,1585.529
8/5/19 12:00,RFC,MIDATL,AE,AECO,1684.27
8/5/19 13:00,RFC,MIDATL,AE,AECO,1779.118
8/5/19 14:00,RFC,MIDATL,AE,AECO,1859.747
8/5/19 15:00,RFC,MIDATL,AE,AECO,1943.652
8/5/19 16:00,RFC,MIDATL,AE,AECO,1959.231
8/5/19 17:00,RFC,MIDATL,AE,AECO,1959.162
8/5/19 18:00,RFC,MIDATL,AE,AECO,1908.953
8/5/19 19:00,RFC,MIDATL,AE,AECO,1839.233
8/5/19 20:00,RFC,MIDATL,AE,AECO,1795.042
8/5/19 21:00,RFC,MIDATL,AE,AECO,1709.153
8/5/19 22:00,RFC,MIDATL,AE,AECO,1561.07
8/5/19 23:00,RFC,MIDATL,AE,AECO,1421.375
8/6/19 0:00,RFC,MIDATL,AE,AECO,1287.129
8/6/19 1:00,RFC,MIDATL,AE,AECO,1192.939
8/6/19 2:00,RFC,MIDATL,AE,AECO,1137.731
8/6/19 3:00,RFC,MIDATL,AE,AECO,1118.625
8/6/19 4:00,RFC,MIDATL,AE,AECO,1116.686
8/6/19 5:00,RFC,MIDATL,AE,AECO,1146.85
8/6/19 6:00,RFC,MIDATL,AE,AECO,1198.702
8/6/19 7:00,RFC,MIDATL,AE,AECO,1267.62
8/6/19 8:00,RFC,MIDATL,AE,AECO,1334.77
8/6/19 9:00,RFC,MIDATL,AE,AECO,1398.618
8/6/19 10:00,RFC,MIDATL,AE,AECO,1491.149
8/6/19 11:00,RFC,MIDATL,AE,AECO,1612.2
8/6/19 12:00,RFC,MIDATL,AE,AECO,1699.601
8/6/19 13:00,RFC,MIDATL,AE,AECO,1731.347
8/6/19 14:00,RFC,MIDATL,AE,AECO,1692.711
8/6/19 15:00,RFC,MIDATL,AE,AECO,1704.659
8/6/19 16:00,RFC,MIDATL,AE,AECO,1800.994
8/6/19 17:00,RFC,MIDATL,AE,AECO,1891.519
8/6/19 18:00,RFC,MIDATL,AE,AECO,1924.215
8/6/19 19:00,RFC,MIDATL,AE,AECO,1853.88
8/6/19 20:00,RFC,MIDATL,AE,AECO,1785.15
8/6/19 21:00,RFC,MIDATL,AE,AECO,1700.242
8/6/19 22:00,RFC,MIDATL,AE,AECO,1565.262
8/6/19 23:00,RFC,MIDATL,AE,AECO,1423.632
8/7/19 0:00,RFC,MIDATL,AE,AECO,1298.225
8/7/19 1:00,RFC,MIDATL,AE,AECO,1207.582
8/7/19 2:00,RFC,MIDATL,AE,AECO,1154.427
8/7/19 3:00,RFC,MIDATL,AE,AECO,1132.633
8/7/19 4:00,RFC,MIDATL,AE,AECO,1121.521
8/7/19 5:00,RFC,MIDATL,AE,AECO,1160.207
8/7/19 6:00,RFC,MIDATL,AE,AECO,1222.461
8/7/19 7:00,RFC,MIDATL,AE,AECO,1303.648
8/7/19 8:00,RFC,MIDATL,AE,AECO,1425.693
8/7/19 9:00,RFC,MIDATL,AE,AECO,1545.287
8/7/19 10:00,RFC,MIDATL,AE,AECO,1653.114
8/7/19 11:00,RFC,MIDATL,AE,AECO,1753.132
8/7/19 12:00,RFC,MIDATL,AE,AECO,1852.172
8/7/19 13:00,RFC,MIDATL,AE,AECO,1945.033
8/7/19 14:00,RFC,MIDATL,AE,AECO,2034.993
8/7/19 15:00,RFC,MIDATL,AE,AECO,2043.755
8/7/19 16:00,RFC,MIDATL,AE,AECO,2083.308
8/7/19 17:00,RFC,MIDATL,AE,AECO,2131.316
8/7/19 18:00,RFC,MIDATL,AE,AECO,2016.732
8/7/19 19:00,RFC,MIDATL,AE,AECO,1853.706
8/7/19 20:00,RFC,MIDATL,AE,AECO,1710.569
8/7/19 21:00,RFC,MIDATL,AE,AECO,1573.891
8/7/19 22:00,RFC,MIDATL,AE,AECO,1435.751
8/7/19 23:00,RFC,MIDATL,AE,AECO,1284.677
8/8/19 0:00,RFC,MIDATL,AE,AECO,1182.041
8/8/19 1:00,RFC,MIDATL,AE,AECO,1090.7
8/8/19 2:00,RFC,MIDATL,AE,AECO,1031.225
8/8/19 3:00,RFC,MIDATL,AE,AECO,1006.615
8/8/19 4:00,RFC,MIDATL,AE,AECO,995.875
8/8/19 5:00,RFC,MIDATL,AE,AECO,1030.465
8/8/19 6:00,RFC,MIDATL,AE,AECO,1084.612
8/8/19 7:00,RFC,MIDATL,AE,AECO,1161.213
8/8/19 8:00,RFC,MIDATL,AE,AECO,1238.443
8/8/19 9:00,RFC,MIDATL,AE,AECO,1308.122
8/8/19 10:00,RFC,MIDATL,AE,AECO,1391.528
8/8/19 11:00,RFC,MIDATL,AE,AECO,1508.942
8/8/19 12:00,RFC,MIDATL,AE,AECO,1618.133
8/8/19 13:00,RFC,MIDATL,AE,AECO,1721.857
8/8/19 14:00,RFC,MIDATL,AE,AECO,1804.461
8/8/19 15:00,RFC,MIDATL,AE,AECO,1883.547
8/8/19 16:00,RFC,MIDATL,AE,AECO,1979.453
8/8/19 17:00,RFC,MIDATL,AE,AECO,2052.166
8/8/19 18:00,RFC,MIDATL,AE,AECO,2051.001
8/8/19 19:00,RFC,MIDATL,AE,AECO,1944.441
8/8/19 20:00,RFC,MIDATL,AE,AECO,1849.63
8/8/19 21:00,RFC,MIDATL,AE,AECO,1745.255
8/8/19 22:00,RFC,MIDATL,AE,AECO,1574.559
8/8/19 23:00,RFC,MIDATL,AE,AECO,1427.414
8/9/19 0:00,RFC,MIDATL,AE,AECO,1294.566
8/9/19 1:00,RFC,MIDATL,AE,AECO,1195.103
8/9/19 2:00,RFC,MIDATL,AE,AECO,1124.697
8/9/19 3:00,RFC,MIDATL,AE,AECO,1085.729
8/9/19 4:00,RFC,MIDATL,AE,AECO,1068.01
8/9/19 5:00,RFC,MIDATL,AE,AECO,1080.321
8/9/19 6:00,RFC,MIDATL,AE,AECO,1113.385
8/9/19 7:00,RFC,MIDATL,AE,AECO,1185.146
8/9/19 8:00,RFC,MIDATL,AE,AECO,1276.338
8/9/19 9:00,RFC,MIDATL,AE,AECO,1373.494
8/9/19 10:00,RFC,MIDATL,AE,AECO,1469.828
8/9/19 11:00,RFC,MIDATL,AE,AECO,1561.746
8/9/19 12:00,RFC,MIDATL,AE,AECO,1659.374
8/9/19 13:00,RFC,MIDATL,AE,AECO,1755.819
8/9/19 14:00,RFC,MIDATL,AE,AECO,1818.876
8/9/19 15:00,RFC,MIDATL,AE,AECO,1861.447
8/9/19 16:00,RFC,MIDATL,AE,AECO,1923.445
8/9/19 17:00,RFC,MIDATL,AE,AECO,1951.201
8/9/19 18:00,RFC,MIDATL,AE,AECO,1952.027
8/9/19 19:00,RFC,MIDATL,AE,AECO,1858.221
8/9/19 20:00,RFC,MIDATL,AE,AECO,1775.199
8/9/19 21:00,RFC,MIDATL,AE,AECO,1675.756
8/9/19 22:00,RFC,MIDATL,AE,AECO,1537.668
8/9/19 23:00,RFC,MIDATL,AE,AECO,1390.829
8/10/19 0:00,RFC,MIDATL,AE,AECO,1240.066
8/10/19 1:00,RFC,MIDATL,AE,AECO,1135.142
8/10/19 2:00,RFC,MIDATL,AE,AECO,1055.065
8/10/19 3:00,RFC,MIDATL,AE,AECO,994.885
8/10/19 4:00,RFC,MIDATL,AE,AECO,966.484
8/10/19 5:00,RFC,MIDATL,AE,AECO,959.728
8/10/19 6:00,RFC,MIDATL,AE,AECO,961.497
8/10/19 7:00,RFC,MIDATL,AE,AECO,1018.584
8/10/19 8:00,RFC,MIDATL,AE,AECO,1099.451
8/10/19 9:00,RFC,MIDATL,AE,AECO,1180.595
8/10/19 10:00,RFC,MIDATL,AE,AECO,1248.428
8/10/19 11:00,RFC,MIDATL,AE,AECO,1321.078
8/10/19 12:00,RFC,MIDATL,AE,AECO,1392.394
8/10/19 13:00,RFC,MIDATL,AE,AECO,1475.678
8/10/19 14:00,RFC,MIDATL,AE,AECO,1549.298
8/10/19 15:00,RFC,MIDATL,AE,AECO,1610.074
8/10/19 16:00,RFC,MIDATL,AE,AECO,1702.135
8/10/19 17:00,RFC,MIDATL,AE,AECO,1766.862
8/10/19 18:00,RFC,MIDATL,AE,AECO,1784.875
8/10/19 19:00,RFC,MIDATL,AE,AECO,1704.968
8/10/19 20:00,RFC,MIDATL,AE,AECO,1622.785
8/10/19 21:00,RFC,MIDATL,AE,AECO,1530.513
8/10/19 22:00,RFC,MIDATL,AE,AECO,1408.485
8/10/19 23:00,RFC,MIDATL,AE,AECO,1282.865
8/11/19 0:00,RFC,MIDATL,AE,AECO,1147.382
8/11/19 1:00,RFC,MIDATL,AE,AECO,1051.058
8/11/19 2:00,RFC,MIDATL,AE,AECO,978.342
8/11/19 3:00,RFC,MIDATL,AE,AECO,931.711
8/11/19 4:00,RFC,MIDATL,AE,AECO,900.546
8/11/19 5:00,RFC,MIDATL,AE,AECO,904.633
8/11/19 6:00,RFC,MIDATL,AE,AECO,888.786
8/11/19 7:00,RFC,MIDATL,AE,AECO,942.462
8/11/19 8:00,RFC,MIDATL,AE,AECO,1002.472
8/11/19 9:00,RFC,MIDATL,AE,AECO,1076.361
8/11/19 10:00,RFC,MIDATL,AE,AECO,1149.183
8/11/19 11:00,RFC,MIDATL,AE,AECO,1205.396
8/11/19 12:00,RFC,MIDATL,AE,AECO,1295.845
8/11/19 13:00,RFC,MIDATL,AE,AECO,1369.65
8/11/19 14:00,RFC,MIDATL,AE,AECO,1449.027
8/11/19 15:00,RFC,MIDATL,AE,AECO,1540.327
8/11/19 16:00,RFC,MIDATL,AE,AECO,1622.441
8/11/19 17:00,RFC,MIDATL,AE,AECO,1712.622
8/11/19 18:00,RFC,MIDATL,AE,AECO,1729.831
8/11/19 19:00,RFC,MIDATL,AE,AECO,1657.431
8/11/19 20:00,RFC,MIDATL,AE,AECO,1572.758
8/11/19 21:00,RFC,MIDATL,AE,AECO,1476.094
8/11/19 22:00,RFC,MIDATL,AE,AECO,1328.617
8/11/19 23:00,RFC,MIDATL,AE,AECO,1176.753
8/12/19 0:00,RFC,MIDATL,AE,AECO,1058.442
8/12/19 1:00,RFC,MIDATL,AE,AECO,975.558
8/12/19 2:00,RFC,MIDATL,AE,AECO,935.407
8/12/19 3:00,RFC,MIDATL,AE,AECO,903.939
8/12/19 4:00,RFC,MIDATL,AE,AECO,906.277
8/12/19 5:00,RFC,MIDATL,AE,AECO,939.271
8/12/19 6:00,RFC,MIDATL,AE,AECO,983.106
8/12/19 7:00,RFC,MIDATL,AE,AECO,1060.842
8/12/19 8:00,RFC,MIDATL,AE,AECO,1136.371
8/12/19 9:00,RFC,MIDATL,AE,AECO,1220.171
8/12/19 10:00,RFC,MIDATL,AE,AECO,1289.52
8/12/19 11:00,RFC,MIDATL,AE,AECO,1368.87
8/12/19 12:00,RFC,MIDATL,AE,AECO,1463.919
8/12/19 13:00,RFC,MIDATL,AE,AECO,1560.236
8/12/19 14:00,RFC,MIDATL,AE,AECO,1661.672
8/12/19 15:00,RFC,MIDATL,AE,AECO,1766.736
8/12/19 16:00,RFC,MIDATL,AE,AECO,1866.003
8/12/19 17:00,RFC,MIDATL,AE,AECO,1952.67
8/12/19 18:00,RFC,MIDATL,AE,AECO,1943.021
8/12/19 19:00,RFC,MIDATL,AE,AECO,1839.894
8/12/19 20:00,RFC,MIDATL,AE,AECO,1777.113
8/12/19 21:00,RFC,MIDATL,AE,AECO,1668.879
8/12/19 22:00,RFC,MIDATL,AE,AECO,1525.97
8/12/19 23:00,RFC,MIDATL,AE,AECO,1388.474
8/13/19 0:00,RFC,MIDATL,AE,AECO,1254.822
8/13/19 1:00,RFC,MIDATL,AE,AECO,1170.632
8/13/19 2:00,RFC,MIDATL,AE,AECO,1110.25
8/13/19 3:00,RFC,MIDATL,AE,AECO,1104.528
8/13/19 4:00,RFC,MIDATL,AE,AECO,1097.825
8/13/19 5:00,RFC,MIDATL,AE,AECO,1134.619
8/13/19 6:00,RFC,MIDATL,AE,AECO,1190.836
8/13/19 7:00,RFC,MIDATL,AE,AECO,1238.308
8/13/19 8:00,RFC,MIDATL,AE,AECO,1358.976
8/13/19 9:00,RFC,MIDATL,AE,AECO,1435.878
8/13/19 10:00,RFC,MIDATL,AE,AECO,1507.492
8/13/19 11:00,RFC,MIDATL,AE,AECO,1590.247
8/13/19 12:00,RFC,MIDATL,AE,AECO,1590.385
8/13/19 13:00,RFC,MIDATL,AE,AECO,1553.536
8/13/19 14:00,RFC,MIDATL,AE,AECO,1541.82
8/13/19 15:00,RFC,MIDATL,AE,AECO,1542.058
8/13/19 16:00,RFC,MIDATL,AE,AECO,1538.527
8/13/19 17:00,RFC,MIDATL,AE,AECO,1567.526
8/13/19 18:00,RFC,MIDATL,AE,AECO,1582.923
8/13/19 19:00,RFC,MIDATL,AE,AECO,1576.604
8/13/19 20:00,RFC,MIDATL,AE,AECO,1578.684
8/13/19 21:00,RFC,MIDATL,AE,AECO,1523.49
8/13/19 22:00,RFC,MIDATL,AE,AECO,1413.129
8/13/19 23:00,RFC,MIDATL,AE,AECO,1291.325
8/14/19 0:00,RFC,MIDATL,AE,AECO,1186.041
8/14/19 1:00,RFC,MIDATL,AE,AECO,1113.062
8/14/19 2:00,RFC,MIDATL,AE,AECO,1077.776
8/14/19 3:00,RFC,MIDATL,AE,AECO,1043.756
8/14/19 4:00,RFC,MIDATL,AE,AECO,1042.728
8/14/19 5:00,RFC,MIDATL,AE,AECO,1086.854
8/14/19 6:00,RFC,MIDATL,AE,AECO,1142.976
8/14/19 7:00,RFC,MIDATL,AE,AECO,1211.159
8/14/19 8:00,RFC,MIDATL,AE,AECO,1304.444
8/14/19 9:00,RFC,MIDATL,AE,AECO,1380.473
8/14/19 10:00,RFC,MIDATL,AE,AECO,1459.964
8/14/19 11:00,RFC,MIDATL,AE,AECO,1503.849
8/14/19 12:00,RFC,MIDATL,AE,AECO,1499.1
8/14/19 13:00,RFC,MIDATL,AE,AECO,1521.097
8/14/19 14:00,RFC,MIDATL,AE,AECO,1542.603
8/14/19 15:00,RFC,MIDATL,AE,AECO,1563.259
8/14/19 16:00,RFC,MIDATL,AE,AECO,1568.209
8/14/19 17:00,RFC,MIDATL,AE,AECO,1565.212
8/14/19 18:00,RFC,MIDATL,AE,AECO,1578.163
8/14/19 19:00,RFC,MIDATL,AE,AECO,1557.149
8/14/19 20:00,RFC,MIDATL,AE,AECO,1546.424
8/14/19 21:00,RFC,MIDATL,AE,AECO,1481.3
8/14/19 22:00,RFC,MIDATL,AE,AECO,1373.06
8/14/19 23:00,RFC,MIDATL,AE,AECO,1248.265
8/15/19 0:00,RFC,MIDATL,AE,AECO,1145.969
8/15/19 1:00,RFC,MIDATL,AE,AECO,1066.353
8/15/19 2:00,RFC,MIDATL,AE,AECO,1024.318
8/15/19 3:00,RFC,MIDATL,AE,AECO,986.173
8/15/19 4:00,RFC,MIDATL,AE,AECO,983.666
8/15/19 5:00,RFC,MIDATL,AE,AECO,1030.048
8/15/19 6:00,RFC,MIDATL,AE,AECO,1089.968
8/15/19 7:00,RFC,MIDATL,AE,AECO,1147.706
8/15/19 8:00,RFC,MIDATL,AE,AECO,1219.923
8/15/19 9:00,RFC,MIDATL,AE,AECO,1284.902
8/15/19 10:00,RFC,MIDATL,AE,AECO,1339.248
8/15/19 11:00,RFC,MIDATL,AE,AECO,1430.424
8/15/19 12:00,RFC,MIDATL,AE,AECO,1502.335
8/15/19 13:00,RFC,MIDATL,AE,AECO,1582.736
8/15/19 14:00,RFC,MIDATL,AE,AECO,1649.64
8/15/19 15:00,RFC,MIDATL,AE,AECO,1707.303
8/15/19 16:00,RFC,MIDATL,AE,AECO,1750.467
8/15/19 17:00,RFC,MIDATL,AE,AECO,1780.968
8/15/19 18:00,RFC,MIDATL,AE,AECO,1741.283
8/15/19 19:00,RFC,MIDATL,AE,AECO,1673.493
8/15/19 20:00,RFC,MIDATL,AE,AECO,1649.357
8/15/19 21:00,RFC,MIDATL,AE,AECO,1568.094
8/15/19 22:00,RFC,MIDATL,AE,AECO,1439.563
8/15/19 23:00,RFC,MIDATL,AE,AECO,1299.916
8/16/19 0:00,RFC,MIDATL,AE,AECO,1179.705
8/16/19 1:00,RFC,MIDATL,AE,AECO,1103.115
8/16/19 2:00,RFC,MIDATL,AE,AECO,1050.3
8/16/19 3:00,RFC,MIDATL,AE,AECO,1018.759
8/16/19 4:00,RFC,MIDATL,AE,AECO,1019.036
8/16/19 5:00,RFC,MIDATL,AE,AECO,1054.012
8/16/19 6:00,RFC,MIDATL,AE,AECO,1113.887
8/16/19 7:00,RFC,MIDATL,AE,AECO,1180.835
8/16/19 8:00,RFC,MIDATL,AE,AECO,1283.833
8/16/19 9:00,RFC,MIDATL,AE,AECO,1396.151
8/16/19 10:00,RFC,MIDATL,AE,AECO,1497.873
8/16/19 11:00,RFC,MIDATL,AE,AECO,1616.028
8/16/19 12:00,RFC,MIDATL,AE,AECO,1669.93
8/16/19 13:00,RFC,MIDATL,AE,AECO,1733.143
8/16/19 14:00,RFC,MIDATL,AE,AECO,1836.327
8/16/19 15:00,RFC,MIDATL,AE,AECO,1913.246
8/16/19 16:00,RFC,MIDATL,AE,AECO,1962.985
8/16/19 17:00,RFC,MIDATL,AE,AECO,2029.926
8/16/19 18:00,RFC,MIDATL,AE,AECO,2018.784
8/16/19 19:00,RFC,MIDATL,AE,AECO,1938.719
8/16/19 20:00,RFC,MIDATL,AE,AECO,1882.635
8/16/19 21:00,RFC,MIDATL,AE,AECO,1787.798
8/16/19 22:00,RFC,MIDATL,AE,AECO,1654.907
8/16/19 23:00,RFC,MIDATL,AE,AECO,1517.459
8/17/19 0:00,RFC,MIDATL,AE,AECO,1380.493
8/17/19 1:00,RFC,MIDATL,AE,AECO,1280.374
8/17/19 2:00,RFC,MIDATL,AE,AECO,1214.451
8/17/19 3:00,RFC,MIDATL,AE,AECO,1179.071
8/17/19 4:00,RFC,MIDATL,AE,AECO,1165.13
8/17/19 5:00,RFC,MIDATL,AE,AECO,1176.798
8/17/19 6:00,RFC,MIDATL,AE,AECO,1187.659
8/17/19 7:00,RFC,MIDATL,AE,AECO,1254.006
8/17/19 8:00,RFC,MIDATL,AE,AECO,1374.368
8/17/19 9:00,RFC,MIDATL,AE,AECO,1488.127
8/17/19 10:00,RFC,MIDATL,AE,AECO,1618.648
8/17/19 11:00,RFC,MIDATL,AE,AECO,1711.937
8/17/19 12:00,RFC,MIDATL,AE,AECO,1797.005
8/17/19 13:00,RFC,MIDATL,AE,AECO,1884.38
8/17/19 14:00,RFC,MIDATL,AE,AECO,1967.801
8/17/19 15:00,RFC,MIDATL,AE,AECO,2036.976
8/17/19 16:00,RFC,MIDATL,AE,AECO,2100.564
8/17/19 17:00,RFC,MIDATL,AE,AECO,2150.011
8/17/19 18:00,RFC,MIDATL,AE,AECO,2142.28
8/17/19 19:00,RFC,MIDATL,AE,AECO,2064.081
8/17/19 20:00,RFC,MIDATL,AE,AECO,1996.639
8/17/19 21:00,RFC,MIDATL,AE,AECO,1884.814
8/17/19 22:00,RFC,MIDATL,AE,AECO,1742.478
8/17/19 23:00,RFC,MIDATL,AE,AECO,1595.729
8/18/19 0:00,RFC,MIDATL,AE,AECO,1463.504
8/18/19 1:00,RFC,MIDATL,AE,AECO,1349.716
8/18/19 2:00,RFC,MIDATL,AE,AECO,1268.804
8/18/19 3:00,RFC,MIDATL,AE,AECO,1225.486
8/18/19 4:00,RFC,MIDATL,AE,AECO,1206.087
8/18/19 5:00,RFC,MIDATL,AE,AECO,1214.675
8/18/19 6:00,RFC,MIDATL,AE,AECO,1210.017
8/18/19 7:00,RFC,MIDATL,AE,AECO,1264.341
8/18/19 8:00,RFC,MIDATL,AE,AECO,1376.714
8/18/19 9:00,RFC,MIDATL,AE,AECO,1513.35
8/18/19 10:00,RFC,MIDATL,AE,AECO,1668.121
8/18/19 11:00,RFC,MIDATL,AE,AECO,1805.51
8/18/19 12:00,RFC,MIDATL,AE,AECO,1913.824
8/18/19 13:00,RFC,MIDATL,AE,AECO,1995.262
8/18/19 14:00,RFC,MIDATL,AE,AECO,2019.05
8/18/19 15:00,RFC,MIDATL,AE,AECO,2056.559
8/18/19 16:00,RFC,MIDATL,AE,AECO,2107.508
8/18/19 17:00,RFC,MIDATL,AE,AECO,2122.268
8/18/19 18:00,RFC,MIDATL,AE,AECO,2116.322
8/18/19 19:00,RFC,MIDATL,AE,AECO,2038.907
8/18/19 20:00,RFC,MIDATL,AE,AECO,1961.375
8/18/19 21:00,RFC,MIDATL,AE,AECO,1842.475
8/18/19 22:00,RFC,MIDATL,AE,AECO,1691.938
8/18/19 23:00,RFC,MIDATL,AE,AECO,1523.08
8/19/19 0:00,RFC,MIDATL,AE,AECO,1381.533
8/19/19 1:00,RFC,MIDATL,AE,AECO,1281.499
8/19/19 2:00,RFC,MIDATL,AE,AECO,1229.717
8/19/19 3:00,RFC,MIDATL,AE,AECO,1198.694
8/19/19 4:00,RFC,MIDATL,AE,AECO,1216.524
