Date,SGIXSENT,IND1CUE1,IND1CEE1,IND1BTY,IND1CER1,IND1BJB,IND1BARC,SGXQIN01,EWH UP,EWJ UP
2002-03-11,100,1008.743,2202.198,2525.453,560.899,2039.75,100.0029,0.66,N/A,N/A
2002-03-12,99.76,1009.175,2173.996,2528.523,560.731,2045.27,99.9424,0.68,N/A,N/A
2002-03-13,99.47,998.604,2150.345,2538.5,560.058,2046.762,99.6481,0.67,N/A,N/A
2002-03-14,99.17,997.094,2170.481,2512.407,558.882,2051.983,98.8287,0.69,N/A,N/A
2002-03-15,99.42,1006.802,2211.772,2521.233,558.77,2050.044,98.67,0.76,N/A,N/A
2002-03-18,99.67,1007.234,2226.213,2529.674,559.776,2053.624,98.71,0.8,N/A,N/A
2002-03-19,99.84,1013.274,2243.299,2525.453,560.056,2052.878,98.8904,0.7,N/A,N/A
2002-03-20,99.19,994.29,2201.398,2512.407,558.376,2053.475,99.4179,0.76,N/A,N/A
2002-03-21,99.19,994.721,2198.144,2517.395,559.381,N/A,98.8523,0.81,N/A,N/A
2002-03-22,99,991.917,2197.534,2516.244,557.703,2052.133,99.2734,0.84,N/A,N/A
2002-03-25,98.72,980.052,2183.906,2513.942,556.699,2048.552,99.628,0.82,N/A,N/A
2002-03-26,99.16,985.445,2207.907,2525.837,558.814,2051.088,99.1945,0.83,N/A,N/A
2002-03-27,99.15,988.034,2193.466,2527.756,558.982,2055.116,98.789,0.86,N/A,N/A
2002-03-28,99.04,991.701,2195.093,2516.244,557.585,2059.144,98.9152,0.87,N/A,N/A
2002-04-01,99.04,987.602,N/A,2516.628,N/A,2056.757,98.4371,0.81,N/A,N/A
2002-04-02,98.86,981.993,2175.973,2531.593,558.421,2059.443,98.2266,0.73,N/A,N/A
2002-04-03,99.2,975.306,2164.99,2545.407,560.264,2060.487,98.3761,0.63,N/A,N/A
2002-04-04,99.72,971.423,2150.345,2545.79,562.841,2062.426,99.49,0.57,N/A,N/A
2002-04-05,100.05,971.207,2155.226,2559.988,563.46,2062.725,99.5443,0.65,N/A,N/A
2002-04-08,99.53,972.933,2119.428,2554.232,561.488,2064.664,99.0396,0.49,N/A,N/A
2002-04-09,99.53,966.892,2114.14,2559.988,561.937,2060.934,99.1744,0.47,N/A,N/A
2002-04-10,99.76,976.816,2156.04,2556.918,561.319,2064.067,98.615,0.57,N/A,N/A
2002-04-11,99.26,952.654,2122.479,2560.755,563.228,2065.858,99.1419,0.39,N/A,N/A
2002-04-12,99.67,959.558,2120.038,2570.732,562.946,2061.68,100.1882,0.47,N/A,N/A
2002-04-15,99.73,952.87,2140.988,2575.72,564.747,2065.708,99.9375,0.44,N/A,N/A
2002-04-16,100.55,974.874,2183.296,2568.813,561.698,2063.918,100.1085,0.53,N/A,N/A
2002-04-17,100.32,973.364,2175.363,2561.906,560.743,2061.83,99.3437,0.67,N/A,N/A
2002-04-18,100.06,969.05,2150.955,2564.208,561.247,2060.039,98.7556,0.55,N/A,N/A
2002-04-19,100.28,972.286,2159.294,2567.278,560.686,2060.636,98.9796,0.74,N/A,N/A
2002-04-22,99.84,956.322,2135.293,2572.266,562.48,2060.338,99.0799,0.68,N/A,N/A
2002-04-23,99.78,952.007,2124.716,2572.65,561.187,2058.846,99.0687,0.59,N/A,N/A
2002-04-24,99.58,942.084,2112.512,2585.696,563.095,2055.862,98.9355,0.67,N/A,N/A
2002-04-25,99.19,942.731,2060.645,2589.15,565.178,2054.519,98.8584,0.56,N/A,N/A
2002-04-26,98.81,925.041,2043.356,2596.057,566.026,2058.995,98.9501,0.41,N/A,N/A
2002-04-29,98.81,919.001,2039.288,2589.917,563.932,2060.338,98.9294,0.42,N/A,N/A
2002-04-30,99.1,929.572,2058.611,2592.603,564.27,2067.648,99.0196,0.39,N/A,N/A
2002-05-01,99.1,939.279,N/A,2598.743,N/A,2069.14,99.2958,0.54,N/A,N/A
2002-05-02,99.08,935.828,2027.695,2588.766,562.182,2069.14,99.5034,0.4,N/A,N/A
2002-05-03,99.08,925.904,1996.981,2599.51,565.949,2068.99,99.5503,0.42,N/A,N/A
2002-05-06,99.08,907.567,2001.456,2596.44,564.987,N/A,99.6868,0.41,N/A,N/A
2002-05-07,98.15,903.9,1992.303,2599.126,565.552,2071.676,99.4912,0.24,N/A,N/A
2002-05-08,99.13,937.553,2048.238,2574.952,562.894,2069.289,99.0892,0.36,N/A,N/A
2002-05-09,98.71,926.767,2027.898,2582.627,561.599,2070.333,99.6149,0.51,N/A,N/A
2002-05-10,98.02,909.509,1981.116,2595.673,562.217,2070.781,99.3256,0.33,N/A,N/A
2002-05-13,98.78,928.061,2031.966,2580.324,561.092,2071.228,99.0439,0.43,N/A,N/A
2002-05-14,99.13,947.908,2057.188,2565.36,559.185,2072.422,98.4372,0.49,N/A,N/A
2002-05-15,99.24,944.457,2070.612,2571.883,559.24,2073.764,98.5533,0.57,N/A,N/A
2002-05-16,99.62,948.34,2061.866,2584.929,560.247,2073.168,99.0249,0.56,N/A,N/A
2002-05-17,99.52,953.733,2051.086,2574.569,559.407,2073.168,99.0751,0.6,N/A,N/A
2002-05-20,99.85,943.594,2042.136,2585.696,562.26,2069.736,99.515,0.52,N/A,N/A
2002-05-21,100.08,934.533,2037.051,2594.138,562.597,2067.648,100.2451,0.57,N/A,N/A
2002-05-22,100.28,936.259,2014.677,2603.347,563.216,2066.902,100.3215,0.51,N/A,N/A
2002-05-23,100.22,946.614,1987.015,2596.824,565.3,2062.128,100.4742,0.55,N/A,N/A
2002-05-24,100.16,934.102,1998.405,2601.812,563.434,2064.515,100.574,0.55,N/A,N/A
2002-05-28,100.25,928.924,1999.829,2603.446,563.489,2068.692,100.7448,0.49,N/A,N/A
2002-05-29,100.17,921.374,1990.066,2613.871,564.278,2068.692,100.3182,0.5,N/A,N/A
2002-05-30,100.5,919.648,1935.961,2622.878,565.294,2073.764,101.0495,0.45,N/A,N/A
2002-05-31,100.19,921.158,1956.708,2620.157,562.976,2073.317,100.561,0.64,N/A,N/A
2002-06-03,99.88,896.349,1929.859,2621.712,565.228,2074.659,100.3036,0.59,N/A,N/A
2002-06-04,99.72,898.722,1889.383,2625.987,566.556,2073.317,99.8276,0.45,N/A,N/A
2002-06-05,99.73,906.489,1880.84,2622.1,565.636,2072.272,100.1772,0.46,N/A,N/A
2002-06-06,99.83,888.368,1889.383,2628.319,566.032,2074.104,100.6612,0.4,N/A,N/A
2002-06-07,99.93,887.289,1872.297,2621.712,565.522,2078.299,101.2427,0.28,N/A,N/A
2002-06-10,100.25,890.525,1868.839,2625.599,566.427,2079.687,101.634,0.24,N/A,N/A
2002-06-11,100.31,875.208,1885.111,2634.538,566.54,2078.785,101.7389,0.32,N/A,N/A
2002-06-12,100.22,880.386,1841.38,2641.146,568.07,2077.432,101.4864,0.26,N/A,N/A
2002-06-13,100.02,872.188,1825.718,2648.92,570.286,2078.334,100.6376,0.21,N/A,N/A
2002-06-14,100.18,870.678,1751.274,2669.132,572.624,2080.74,100.7799,0.21,N/A,N/A
2002-06-17,100.48,893.534,1824.742,2659.026,571.02,2080.439,100.5691,0.19,N/A,N/A
2002-06-18,100.67,901.079,1798.313,2660.969,572.562,2082.244,100.8406,0.22,N/A,N/A
2002-06-19,100.56,879.527,1773.004,2682.736,574.051,2079.086,100.806,0.21,N/A,N/A
2002-06-20,99.91,868.751,1728.241,2663.69,572.501,2081.943,101.0978,0.17,N/A,N/A
2002-06-21,100.13,855.174,1720.175,2678.071,573.932,2087.056,101.0297,0.28,N/A,N/A
2002-06-24,99.63,859.484,1686.3,2665.633,575.137,2086.604,100.338,0.26,N/A,N/A
2002-06-25,99.4,840.087,1707.472,2666.799,573.297,2087.807,100.2476,0.22,N/A,N/A
2002-06-26,99.87,840.303,1667.548,2688.955,576.851,2090.514,100.2054,0.14,N/A,N/A
2002-06-27,99.84,855.174,1719.974,2671.075,575.236,2086.604,100.0031,0.11,N/A,N/A
2002-06-28,100.17,853.45,1783.086,2668.743,574.143,2090.364,99.9595,0.18,N/A,N/A
2002-07-01,99.73,835.777,1768.77,2670.298,573.626,2084.199,100.1396,0.25,N/A,N/A
2002-07-02,99.77,816.812,1708.883,2685.845,576.265,2086.003,100.5557,0.21,N/A,N/A
2002-07-03,99.5,821.768,1682.872,2683.902,574.767,2086.003,100.1112,0.23,N/A,N/A
2002-07-05,99.5,854.312,1815.147,2663.69,571.152,2089.913,N/A,0.38,N/A,N/A
2002-07-08,100.48,843.32,1800.427,2673.018,572.522,2089.913,100.9013,0.32,N/A,N/A
2002-07-09,100.28,822.415,1772.399,2686.234,572.408,2089.462,100.8347,0.29,N/A,N/A
2002-07-10,100.07,792.243,1705.657,2704.114,575.327,2093.522,100.7348,0.36,N/A,N/A
2002-07-11,100.35,799.139,1685.493,2708.778,577.111,2095.176,100.8416,0.17,N/A,N/A
2002-07-12,100.26,790.734,1675.815,2713.442,578.669,2093.973,100.524,0.17,N/A,N/A
2002-07-15,100.18,793.536,1599.394,2711.11,580.115,2097.882,100.6382,0.16,N/A,N/A
2002-07-16,99.28,778.665,1609.073,2696.728,577.737,2097.882,99.8672,0.03,N/A,N/A
2002-07-17,99.56,780.174,1650.61,2707.223,578.199,2098.935,99.4808,0.11,N/A,N/A
2002-07-18,99.57,754.743,1661.297,2716.94,578.084,2099.085,99.4062,0.18,N/A,N/A
2002-07-19,99.42,727.587,1586.892,2724.325,579.991,2098.935,99.4102,0.13,N/A,N/A
2002-07-22,99.64,706.682,1507.447,2741.816,582.137,2098.183,99.7845,0.2,N/A,N/A
2002-07-23,99.44,686.854,1436.067,2749.59,580.915,2093.221,100.3992,0.1,N/A,N/A
2002-07-24,99.87,727.587,1479.016,2754.254,585.62,2090.965,99.0571,0.13,N/A,N/A
2002-07-25,99.76,721.337,1409.451,2758.53,584.39,2091.867,99.7386,0.11,N/A,N/A
2002-07-26,100.17,735.992,1442.721,2763.583,585.618,2089.462,100.0258,0.14,N/A,N/A
2002-07-29,99.98,770.475,1551.807,2735.986,582.28,2087.206,100.0286,0.24,N/A,N/A
2002-07-30,99.79,780.605,1567.737,2730.933,581.755,2089.311,99.5571,0.26,N/A,N/A
2002-07-31,100.25,785.777,1499.986,2752.699,584.606,2094.725,99.2566,0.31,N/A,N/A
2002-08-01,100.6,762.07,1463.086,2763.583,587.178,2094.875,99.8893,0.24,N/A,N/A
2002-08-02,101.19,745.691,1421.952,2790.791,591.171,2098.484,99.6568,0.25,N/A,N/A
2002-08-05,101.29,718.967,1354.202,2797.01,593.654,2103.446,100.0111,0.2,N/A,N/A
2002-08-06,100.94,742.243,1431.833,2771.745,591.161,2101.491,99.7706,0.22,N/A,N/A
2002-08-07,101.8,755.174,1394.126,2789.236,593.466,2104.499,100.4823,0.26,N/A,N/A
2002-08-08,101.85,780.82,1484.863,2773.689,592.161,2103.897,100.3541,0.32,N/A,N/A
2002-08-09,102.43,782.544,1511.48,2798.953,593.345,2106.905,100.1289,0.41,N/A,N/A
2002-08-12,102.26,778.018,1486.073,2804.395,594.828,2108.258,99.3506,0.36,N/A,N/A
2002-08-13,102.43,763.148,1490.106,2819.943,596.315,2105.25,99.1689,0.39,N/A,N/A
2002-08-14,102.7,791.381,1456.432,2817.999,598.104,2110.513,98.9479,0.38,N/A,N/A
2002-08-15,102.15,802.156,1479.016,2800.508,593.559,2110.213,98.5969,0.56,N/A,N/A
2002-08-16,101.73,800.001,1492.526,2775.243,593.143,2109.01,98.5799,0.56,N/A,32.16
2002-08-19,101.93,818.105,1555.034,2779.908,590.771,2110.965,98.6068,0.49,N/A,31.56
2002-08-20,102.44,810.131,1529.425,2805.561,593.784,2109.461,98.8398,0.51,N/A,N/A
2002-08-21,102.11,820.906,1564.107,2802.452,588.321,2111.416,98.5516,0.53,N/A,31.16
2002-08-22,101.87,828.45,1569.35,2786.904,587.438,2112.619,98.4579,0.64,N/A,N/A
2002-08-23,102.14,811.208,1544.952,2799.731,589.318,2115.025,98.7366,0.56,N/A,N/A
2002-08-26,102.17,816.812,1532.853,2805.172,589.495,2115.776,98.4854,0.67,N/A,N/A
2002-08-27,102.12,807.329,1554.832,2791.914,589.377,2118.784,98.8333,0.66,N/A,N/A
2002-08-28,102.4,790.087,1496.962,2801.497,592.913,2117.581,99.4967,0.66,N/A,N/A
2002-08-29,102.62,789.656,1483.25,2812.584,593.21,2124.197,99.3817,0.66,N/A,N/A
2002-08-30,102.8,789.656,1501.196,2816.127,594.159,2124.047,99.4588,0.7,N/A,N/A
2002-09-03,103.23,756.682,1376.382,2848.018,600.801,2122.844,99.8358,0.52,N/A,N/A
2002-09-04,103.25,767.027,1386.666,2853.924,600.2,2120.288,99.5522,0.52,N/A,N/A
2002-09-05,103.24,761.424,1356.017,2862.586,602.106,2121.153,99.0346,0.46,N/A,N/A
2002-09-06,103.08,771.122,1405.418,2840.931,601.082,2129.147,98.6104,0.45,N/A,N/A
2002-09-09,102.89,776.294,1382.23,2839.356,601.202,2129.335,98.2578,0.47,N/A,N/A
2002-09-10,103.17,785.346,1405.821,2848.018,599.218,2136.442,98.3693,0.45,N/A,29.88
2002-09-11,102.89,781.036,1442.923,2835.419,595.863,2136.896,98.4589,0.57,N/A,N/A
2002-09-12,103.16,766.596,1386.464,2851.955,599.617,2138.105,98.7397,0.51,N/A,N/A
2002-09-13,103.01,768.158,1360.453,2863.373,600.516,2134.476,98.3446,0.52,N/A,29.12
2002-09-16,103.01,769.775,1337.665,2869.279,603.939,2135.232,98.442,0.52,N/A,N/A
2002-09-17,103.03,752.104,1323.007,2872.429,603.939,2134.779,98.4787,0.46,N/A,N/A
2002-09-18,101.91,744.561,1265.102,2874.004,605.087,2104.688,98.2836,0.36,N/A,N/A
2002-09-19,101.83,725.597,1223.912,2886.603,605.329,2118.902,98.4702,0.26,N/A,30.28
2002-09-20,101.7,726.028,1245.307,2889.359,603.997,2108.015,98.4011,0.26,N/A,29.44
2002-09-23,101.7,719.347,1179.923,2905.895,606.594,2106.502,97.9546,0.2,N/A,28.92
2002-09-24,101.22,707.495,1165.326,2909.832,608.414,2109.527,98.0706,0.2,N/A,28.72
2002-09-25,101.65,725.166,1194.919,2889.359,606.041,2118.297,98.5671,0.24,N/A,28.8
2002-09-26,102.05,736.587,1214.514,2889.752,605.253,2116.029,98.9599,0.38,N/A,29.24
2002-09-27,101.45,711.374,1162.327,2904.32,606.04,2117.843,98.5166,0.38,N/A,29.68
2002-09-30,101.58,702.538,1129.334,2920.069,609.07,2121.926,98.5772,0.26,N/A,29.2
2002-10-01,101.76,736.156,1156.328,2902.745,607.06,2126.462,97.7639,0.3,N/A,N/A
2002-10-02,101.3,715.899,1174.924,2903.926,603.054,2126.462,97.9933,0.33,N/A,28.6
2002-10-03,101.78,707.279,1139.332,2905.895,603.958,2128.73,100.2315,0.36,N/A,N/A
2002-10-04,101.38,694.564,1083.745,2907.076,605.71,2128.277,100.6667,0.37,N/A,N/A
2002-10-07,101.32,679.695,1078.146,2915.738,606.8,2124.95,101.1023,0.24,N/A,N/A
2002-10-08,101.42,690.47,1054.752,2912.194,607.953,2125.706,101.1828,0.24,N/A,27.28
2002-10-09,101.44,670.428,1049.753,2926.368,608.743,2128.73,101.2772,0.27,N/A,N/A
2002-10-10,101.87,691.763,1091.943,2914.95,605.578,2133.267,101.5459,0.31,N/A,N/A
2002-10-11,101.71,722.795,1170.325,2892.508,599.643,2136.442,101.035,0.47,N/A,27.28
2002-10-14,101.71,725.381,1149.73,N/A,600.543,2136.291,100.6766,0.54,N/A,27.4
2002-10-15,100.93,760.939,1213.715,2854.318,594.297,2141.432,100.1064,0.64,N/A,N/A
2002-10-16,100.35,743.268,1208.916,2849.987,593.881,2140.827,99.4985,0.61,N/A,27.56
2002-10-17,100.39,757.707,1275.1,2835.813,594.297,2138.862,99.1743,0.63,N/A,28.12
2002-10-18,100.34,761.37,1272.701,2838.963,594.297,2136.593,99.092,0.67,N/A,N/A
2002-10-21,100.51,774.731,1313.691,2825.182,592.038,2139.013,99.8904,0.67,N/A,N/A
2002-10-22,100.18,768.482,1263.303,2822.82,591.742,2132.511,100.3058,0.7,N/A,27.2
2002-10-23,100.37,774.3,1220.513,2824.789,594.76,2136.745,100.27,0.67,N/A,27.2
2002-10-24,100.31,759,1236.909,2840.144,592.738,2137.047,99.8736,0.66,N/A,N/A
2002-10-25,100.79,774.731,1247.507,2850.38,595.287,2137.047,100.0114,0.68,N/A,27.48
2002-10-28,101.04,768.697,1275.3,2855.893,596.715,2140.071,99.9482,0.62,N/A,27.52
2002-10-29,101.39,759.862,1215.914,2881.878,599.759,2140.525,99.9421,0.55,N/A,N/A
2002-10-30,101.46,766.973,1259.304,2878.728,597.66,2139.769,100.2261,0.59,N/A,28
2002-10-31,102.03,763.31,1274.9,2890.146,600.947,2145.817,100.5543,0.48,N/A,N/A
2002-11-01,101.67,774.516,1270.101,2878.334,597.101,2147.934,100.3335,0.56,N/A,N/A
2002-11-04,101.67,782.274,1337.285,2867.31,596.623,2147.481,100.7348,0.57,N/A,28.44
2002-11-05,101.88,787.877,1350.682,2862.586,594.356,2148.388,101.4802,0.63,N/A,28.56
2002-11-06,102.03,798.006,1326.288,2868.098,594.831,2145.666,101.9775,0.72,N/A,28.68
2002-11-07,102.26,777.964,1274.9,2891.721,598.876,2145.061,101.9497,0.76,N/A,28.4
2002-11-08,102.47,768.482,1234.31,2898.414,603.428,2146.422,102.0446,0.75,N/A,27.96
2002-11-11,102.47,756.629,1214.114,N/A,603.669,2150.051,102.2105,0.63,N/A,27.56
2002-11-12,102.67,762.663,1250.906,2899.202,605.54,2149.295,102.3242,0.74,N/A,27.68
2002-11-13,102.68,763.525,1233.31,2903.926,605.238,2148.993,102.4785,0.63,N/A,27.4
2002-11-14,102.26,777.964,1275.5,2870.854,601.364,2142.339,102.5072,0.84,N/A,27.36
2002-11-15,102.3,783.567,1278.899,2865.342,602.206,2142.037,102.3968,0.9,N/A,27.52
2002-11-18,102.07,775.809,1288.297,2869.673,601.845,2140.374,101.8062,0.85,N/A,26.92
2002-11-19,102.18,774.085,1292.496,2875.578,602.146,2144.305,101.7573,0.8,N/A,N/A
2002-11-20,102.16,791.972,1289.897,2855.105,603.35,2142.793,101.6399,0.8,N/A,26.8
2002-11-21,102,806.41,1320.889,2843.294,599.85,2134.779,101.5696,0.78,N/A,27.68
2002-11-22,102.04,800.592,1333.286,2838.175,599.251,2140.978,101.6529,0.76,N/A,27.56
2002-11-25,102.1,801.454,1323.289,2837.876,598.412,2147.329,101.828,0.73,N/A,27.84
2002-11-26,102.21,785.722,1277.5,2858.072,601.344,2150.958,102.1182,0.66,N/A,27.88
2002-11-27,102.06,808.565,1334.286,2824.91,598.277,2149.597,101.5581,0.65,N/A,N/A
2002-11-29,102.06,806.841,1343.084,2833.274,600.971,2148.388,N/A,0.72,N/A,28.68
2002-12-02,102.12,806.195,1348.283,2830.087,598.808,2148.388,101.3524,0.66,N/A,N/A
2002-12-03,102.09,796.282,1317.69,2828.096,601.517,2144.608,102.0418,0.7,N/A,28.24
2002-12-04,102.38,792.187,1332.287,2840.442,601.668,2144.608,102.4875,0.66,N/A,27.68
2002-12-05,102.29,783.136,1291.696,2851.594,603.112,2142.793,102.716,0.56,N/A,N/A
2002-12-06,102.73,787.661,1279.099,2861.551,604.258,2143.208,103.4281,0.56,N/A,N/A
2002-12-09,102.28,766.758,1230.311,2871.11,605.527,2144.193,103.4964,0.56,N/A,27.2
2002-12-10,102.9,777.533,1264.703,2872.305,605.89,2145.67,102.9872,0.57,N/A,27.44
2002-12-11,102.93,777.748,1274.9,2883.058,607.223,2147.489,102.41,0.57,N/A,27.28
2002-12-12,102.34,777.533,1246.507,2882.261,610.623,2146.883,101.2175,0.67,N/A,27.4
2002-12-13,101.5,765.03,1223.712,2873.898,609.036,2147.186,100.5173,0.59,N/A,N/A
2002-12-16,102.45,784.76,1278.651,2861.153,607.209,2152.493,99.3365,0.62,N/A,27.32
2002-12-17,102.16,778.29,1258.328,2867.127,608.848,2153.554,99.1637,0.68,N/A,N/A
2002-12-18,101.51,769.23,1216.014,2881.067,611.04,2152.493,98.8915,0.59,N/A,N/A
2002-12-19,101.2,763.406,1181.469,2900.582,611.834,2152.493,99.1061,0.37,N/A,N/A
2002-12-20,101.69,773.76,1214.227,2901.379,611.528,2151.28,98.9032,0.6,N/A,27.08
2002-12-23,101.69,773.976,1193.381,2899.786,611.651,2150.522,98.2471,0.57,N/A,27
2002-12-24,101.69,769.23,N/A,2909.743,N/A,2153.099,97.8707,0.59,N/A,27.24
2002-12-26,101.69,768.583,N/A,2912.929,N/A,2151.431,98.3734,0.5,N/A,27.76
2002-12-27,100.63,752.189,1137.395,2933.241,616.116,2153.402,98.5593,0.47,N/A,27.52
2002-12-30,101.03,757.15,1153.277,2939.215,616.054,2154.464,99.3987,0.51,N/A,27.8
2002-12-31,101.03,758.444,N/A,2933.639,N/A,N/A,100.0007,0.39,N/A,27.8
2003-01-02,101.03,783.035,1230.507,2891.82,610.017,N/A,99.2393,0.57,N/A,28.32
2003-01-03,101.03,785.193,1237.257,2892.617,609.895,N/A,98.4545,0.62,N/A,28.16
2003-01-06,102.55,799.43,1256.117,2887.439,610.566,2153.554,99.5504,0.55,N/A,28.76
2003-01-07,102.41,797.057,1239.639,2895.006,612.336,2153.402,100.566,0.55,N/A,28.08
2003-01-08,102.02,785.193,1204.3,2902.574,615.888,2154.615,101.0053,0.6,N/A,N/A
2003-01-09,102.15,797.92,1205.888,2871.11,613.794,2154.615,100.4708,0.59,N/A,27.92
2003-01-10,102.2,799.43,1214.227,2870.313,614.223,2150.673,100.557,0.67,N/A,N/A
2003-01-13,102.2,799.43,1226.536,2877.482,612.872,N/A,100.444,0.64,N/A,N/A
2003-01-14,102.49,801.802,1245.992,2887.041,614.159,2149.157,100.511,0.53,N/A,N/A
2003-01-15,102.23,794.684,1213.036,2889.829,614.896,2157.344,100.1841,0.54,N/A,28.32
2003-01-16,102.22,790.801,1217.006,2889.032,615.265,2158.861,100.2702,0.59,N/A,28.56
2003-01-17,101.89,779.153,1166.579,2901.777,619.08,2159.77,100.2532,0.55,N/A,N/A
2003-01-21,101.69,766.641,1147.52,2908.548,621.869,2160.225,100.2069,0.55,N/A,N/A
2003-01-22,101.57,757.15,1116.152,2920.894,621.993,2161.741,100.1682,0.51,N/A,N/A
2003-01-23,101.88,761.896,1121.711,2916.115,624.108,2162.348,100.5699,0.56,N/A,29
2003-01-24,101.55,742.266,1084.188,2924.479,627.665,2164.47,99.9886,0.47,N/A,28.56
2003-01-27,101.09,731.049,1053.614,2914.522,625.719,2166.29,100.3972,0.43,N/A,28
2003-01-28,101.19,737.304,1067.908,2910.937,625.281,2166.896,100.3665,0.37,N/A,28
2003-01-29,101.09,742.697,1084.386,2899.387,624.844,2167.654,99.9997,0.37,N/A,N/A
2003-01-30,100.72,724.793,1063.143,2908.149,623.032,2170.383,99.9922,0.57,N/A,27.2
2003-01-31,101.17,737.52,1095.703,2904.963,624.402,2165.532,100.1794,0.48,N/A,N/A
2003-02-03,101.34,740.756,1097.887,2906.158,624.153,2166.138,100.4158,0.54,N/A,27.36
2003-02-04,101.06,732.775,1046.467,2918.106,627.523,2162.045,100.3491,0.48,N/A,27.32
2003-02-05,100.92,728.676,1089.945,2904.963,623.821,2160.832,100.3041,0.45,N/A,27.72
2003-02-06,100.64,725.225,1047.459,2915.717,627.439,2161.135,99.3743,0.56,N/A,N/A
2003-02-07,100.13,716.596,1020.459,2921.691,628.505,2163.106,98.25,0.55,N/A,N/A
2003-02-10,100.2,721.342,1024.032,2911.336,626.431,2165.38,98.9477,0.49,N/A,27.2
2003-02-11,100.2,715.949,1043.886,2916.912,628.373,N/A,98.7122,0.51,N/A,N/A
2003-02-12,100.53,704.732,1029.194,2927.665,630.95,2161.438,98.8809,0.46,N/A,N/A
2003-02-13,100.84,706.673,1017.679,2941.605,633.726,2162.045,98.7794,0.53,N/A,27.64
2003-02-14,101.07,722.205,1060.761,2928.063,630.05,2163.257,98.7164,0.47,N/A,27.8
2003-02-18,101.38,734.716,1084.585,2929.656,629.42,2159.467,98.6858,0.61,N/A,N/A
2003-02-19,101.32,730.617,1041.305,2942.401,633.071,2160.832,98.4782,0.63,N/A,28
2003-02-20,101.39,723.715,1030.782,2950.367,634.21,2163.106,98.645,0.71,N/A,28.12
2003-02-21,101.35,731.049,1050.636,2940.808,632.244,2166.441,98.3416,0.64,N/A,N/A
2003-02-24,100.95,718.322,1024.826,2950.367,634.394,2169.019,97.3869,0.47,N/A,N/A
2003-02-25,101.02,724.577,985.517,2955.161,635.345,2172.354,97.9858,0.52,N/A,27.48
2003-02-26,100.69,714.223,979.164,2962.776,635.345,2170.838,97.3012,0.42,N/A,N/A
2003-02-27,100.89,723.24,992.466,2965.992,632.296,2170.99,97.5922,0.53,N/A,27.52
2003-02-28,101.47,725.656,1009.142,2976.881,635.457,2171.748,97.7285,0.62,N/A,N/A
2003-03-03,101.65,720.91,1012.12,2982.124,635.727,2171.142,98.1186,0.75,N/A,N/A
2003-03-04,101.37,709.478,995.245,2988.173,635.25,2173.567,97.8776,0.6,N/A,27.28
2003-03-05,101.69,715.733,1000.01,2995.836,635.838,2173.264,98.0504,0.7,N/A,N/A
2003-03-06,101.3,709.046,969.039,2990.593,638.445,2173.795,97.8865,0.43,N/A,27.04
2003-03-07,101.42,714.87,968.84,2997.449,639.53,2175.163,97.5499,0.45,N/A,26.36
2003-03-10,100.98,696.966,923.972,3006.322,641.897,2174.479,97.5466,0.39,N/A,26
2003-03-11,101.05,690.495,912.854,3000.272,640.42,2177.977,98.6714,0.27,N/A,25.72
2003-03-12,100.68,695.241,873.544,2997.046,639.395,2179.954,98.6416,0.37,N/A,25.92
2003-03-13,100.93,718.969,931.715,2965.992,632.042,2178.585,99.4771,0.45,N/A,26.08
2003-03-14,101.02,719.778,951.568,2974.058,628.945,2176.76,99.5963,0.5,N/A,26.04
2003-03-17,101.08,743.846,993.296,2955.507,622.09,2178.585,99.6596,0.33,N/A,26.04
2003-03-18,101.44,748.381,1024.172,2941.795,622.588,2178.281,100.4535,0.24,N/A,25.88
2003-03-19,101.36,753.996,1039.141,2930.503,617.98,2179.042,100.9048,0.26,N/A,25.92
2003-03-20,101.42,755.724,1039.141,2924.05,620.391,2173.567,100.9793,0.25,N/A,26.4
2003-03-21,101.42,771.707,1077.613,2906.708,615.614,N/A,101.3347,0.28,N/A,26.6
2003-03-24,101.03,746.005,1019.609,2928.486,619.553,2173.11,100.8521,0.3,N/A,26.68
2003-03-25,101.48,753.564,1043.876,2929.696,619.368,2177.825,100.802,0.36,N/A,26.72
2003-03-26,101.22,749.893,1028.487,2934.535,619.925,2176.76,100.4336,0.4,N/A,26.96
2003-03-27,101.07,749.461,1029.868,2939.375,620.731,2173.567,100.0046,0.48,N/A,26.88
2003-03-28,101.31,745.573,1011.323,2950.264,623.773,2173.567,100.1613,0.62,N/A,26.52
2003-03-31,101.18,731.75,962.789,2963.976,628.576,2178.737,100.1854,0.49,N/A,N/A
2003-04-01,101.56,740.173,967.524,2963.573,629.518,2177.369,100.5973,0.57,N/A,26.52
2003-04-02,101.71,757.884,1022.371,2943.811,623.286,2176,100.8682,0.52,N/A,26.52
2003-04-03,101.42,754.428,1014.479,2948.651,621.79,2177.217,100.6021,0.51,N/A,N/A
2003-04-04,101.7,758.964,1048.808,2944.618,621.169,2175.239,100.57,0.62,N/A,N/A
2003-04-07,101.88,757.668,1112.337,2933.326,617.69,2171.742,100.7839,0.66,N/A,26.68
2003-04-08,102.18,758.748,1096.948,2947.844,619.296,2173.414,100.9977,0.66,N/A,N/A
2003-04-09,102.36,748.813,1085.307,2955.507,623.012,2178.129,100.9929,0.73,N/A,N/A
