match_id,player,opponent,season,match_result,indoors,total_points_won,winners,forehand_winner,backhand_winner,errors_forced,unforced_errors,unforced_errors_forehand,unforced_errors_backhand,forced_errors_by_opponent,break_points_total,break_points_won,aces,double_faults,total_serves,first_serves_in,first_serve_in_percentage,first_serves_won,first_serves_won_percentage,total_second_serves,second_serves_in,second_serves_in_percentage,second_serves_won,second_serves_won_percentage,first_serve_returns,first_serve_returns_percentage,second_serve_returns,second_serve_returns_percentage,short_rallies_won,short_rallies_won_percentage,medium_rallies_won,medium_rallies_won_percentage,long_rallies_won,long_rallies_won_percentage,service_games_total,service_games_won,service_games_won_percentage,unforced_errors_net,unforced_errors_long,forced_errors_by_opponent_net,forced_errors_by_opponent_long,double_faults_error_net,double_faults_error_long,aggressive_error_margin_1,aggressive_error_margin_2,first_serve_performance
6005a58d43000009078323fe,Lexi Keberle,O'dell,21,Win,True,73,12,7,3,5,26,12,14,13,9,4,0,0,77,60,0.78,37,0.62,17,17,1.0,9,0.53,24,0.67,23,0.85,36,0.48,18,0.56,19,0.53,9,8,0.89,6,20,8,5,0,0,-9,-9,28.83
6011ce58420000de0b5aeb86,Lexi Keberle,pozo,21,Win,True,63,13,8,2,0,27,14,13,0,10,5,4,2,49,32,0.65,25,0.78,17,15,0.88,8,0.47,27,0.71,16,0.8,28,0.52,21,0.7,14,0.58,6,6,1.0,10,17,0,0,2,0,-14,-12,16.33
601432d5420000de575aebac,Lexi Keberle,Culberson,21,Incomplete,True,37,10,7,2,5,15,5,10,3,5,4,0,1,29,20,0.69,15,0.75,9,8,0.89,5,0.56,11,0.79,9,0.9,22,0.61,9,0.69,6,0.75,5,5,1.0,4,11,1,2,1,0,0,-1,10.34
6018325742000008da5aec2c,Lexi Keberle,Sevo,21,Win,True,54,9,6,0,0,21,13,7,1,7,5,0,0,40,28,0.7,19,0.68,12,12,1.0,9,0.75,28,0.97,15,1.0,32,0.67,15,0.6,7,0.64,4,4,1.0,5,16,1,0,0,0,-12,-12,13.3
6032c3bf420000fa2117d8d5,Lexi Keberle,Omeru,21,Win,True,69,15,11,1,4,35,25,10,3,14,8,0,0,65,51,0.78,24,0.47,14,14,1.0,9,0.64,36,0.8,19,0.95,38,0.54,18,0.51,13,0.52,6,4,0.67,8,27,2,1,0,0,-16,-16,18.83
6032e7b1420000fa2117d8e4,Lexi Keberle,Johanna Silva,21,Win,True,56,14,6,0,2,19,11,8,1,8,6,0,0,48,38,0.79,23,0.61,10,10,1.0,6,0.6,28,0.85,10,0.83,22,0.56,13,0.54,21,0.7,4,3,0.75,10,9,0,1,0,0,-3,-3,18.21
604f87c1430000336386b5c3,Lexi Keberle,Jain,21,Win,False,71,15,14,1,0,46,27,19,0,14,8,2,3,65,48,0.74,28,0.58,17,14,0.82,5,0.29,50,0.91,8,1.0,25,0.61,17,0.45,29,0.56,6,4,0.67,21,25,0,0,1,2,-31,-32,20.68
6058b35445000020a37c613d,Lexi Keberle,Lopez,21,Loss,True,58,8,3,2,9,17,10,7,6,4,2,3,0,54,40,0.74,29,0.72,14,14,1.0,8,0.57,27,0.77,12,0.8,36,0.56,12,0.46,10,0.5,5,5,1.0,6,11,5,1,0,0,0,3,21.48
6058b8f045000007a37c6148,Lexi Keberle,Erman,21,Win,False,62,14,10,1,2,29,16,12,0,13,7,0,0,50,34,0.68,23,0.68,16,16,1.0,5,0.31,25,0.83,23,1.0,37,0.61,20,0.57,5,0.42,5,4,0.8,9,20,0,0,0,0,-13,-13,15.64
605bb050440000f0048b7c10,Amelia Rajecki,Wilkins,21,Win,False,57,11,9,0,6,33,23,9,1,14,6,3,4,50,27,0.54,16,0.59,23,19,0.83,13,0.57,30,0.86,15,0.79,30,0.47,17,0.59,10,0.77,5,4,0.8,9,24,1,0,2,2,-16,-17,8.64
605bb052440000f0048b7c11,Abigail Rencheli,Dean,21,Win,False,58,10,5,3,15,26,16,8,6,10,6,0,3,42,21,0.5,14,0.67,21,18,0.86,13,0.62,18,0.78,17,0.71,35,0.55,13,0.76,10,0.62,4,4,1.0,8,18,4,2,2,1,-1,-4,7.0
605bb05344000093228b7c12,Lexi Keberle,Sawhney,21,Incomplete,False,59,13,9,2,1,25,12,13,1,15,5,1,3,49,34,0.69,20,0.59,15,13,0.87,8,0.53,17,0.77,22,0.92,32,0.59,19,0.58,8,0.5,5,4,0.8,7,18,1,0,3,0,-11,-12,13.88
6070d394450000874efd24c6,Lexi Keberle,Sabina Richtrova,21,Win,False,55,9,6,2,12,21,15,5,5,10,7,0,0,44,32,0.73,18,0.56,12,12,1.0,7,0.58,28,0.93,9,0.82,31,0.63,14,0.64,10,0.62,8,5,0.62,6,15,2,3,0,0,0,0,13.09
607392b9460000e9e320179b,Lexi Keberle,Munera,21,Win,False,105,19,9,3,11,50,30,18,9,11,6,1,2,96,56,0.58,40,0.71,40,38,0.95,20,0.5,54,0.78,16,0.94,70,0.61,20,0.45,15,0.47,6,6,1.0,18,32,7,2,0,2,-20,-21,23.33
611d1a62410000aa020b8128,Lexi Keberle,Cabezas,21,,False,65,12,3,4,17,19,5,11,18,8,3,1,4,73,47,0.64,28,0.6,26,22,0.85,13,0.5,20,0.69,27,0.87,37,0.51,14,0.39,14,0.5,6,6,1.0,10,9,9,9,2,2,10,7,18.03
5e24867b1b0000170b48c284,Marta Gonzalez,Elizarras,20,Loss,False,34,10,4,1,7,40,18,18,11,3,1,3,5,52,25,0.48,13,0.52,27,22,0.81,9,0.33,31,0.86,3,0.5,14,0.33,6,0.27,14,0.48,5,3,0.6,9,31,7,4,0,5,-23,-25,6.25
5e2b2fb2180000eb7e6eb54e,Marta Gonzalez,van ureden,20,,False,59,10,5,0,9,24,12,10,17,7,4,3,1,62,28,0.45,14,0.5,34,33,0.97,20,0.59,36,0.9,8,0.8,36,0.51,12,0.44,11,0.58,4,3,0.75,12,12,5,12,0,1,-5,-3,6.32
5e2c6179180000d5b96eb57e,Marta Gonzalez,Bowtell,20,Loss,False,39,3,1,2,7,21,11,10,17,3,1,1,4,55,28,0.51,15,0.54,27,23,0.85,10,0.37,15,0.79,12,0.57,31,0.45,5,0.24,3,0.3,9,4,0.44,8,13,7,10,1,3,-11,-14,7.64
5e2c65b6180000d6ba6eb585,Marta Gonzalez,Budin,20,Win,False,70,21,12,0,5,29,20,7,8,12,6,3,5,60,31,0.52,21,0.68,29,24,0.83,13,0.45,41,0.8,10,1.0,38,0.58,20,0.51,12,0.6,10,7,0.7,10,19,2,6,1,4,-3,-5,10.85
5c5631df1e00006c711f565f,Alana Smith,Nell Miller,19,Win,False,59,10,4,1,4,38,16,17,3,8,5,1,2,53,27,0.51,17,0.63,26,24,0.92,17,0.65,25,0.89,15,0.75,36,0.63,16,0.44,7,0.44,6,6,1.0,19,19,3,0,1,1,-24,-25,8.66
5c58c0e52100005224e8a474,Alana Smith,Nicoara,19,Win,True,57,16,7,0,5,22,12,9,2,8,5,3,0,38,21,0.55,17,0.81,17,17,1.0,13,0.76,37,0.86,7,0.78,35,0.61,17,0.71,5,0.42,4,4,1.0,11,11,2,0,0,0,-1,2,9.39
5c6b0e911900001e2f41548b,Alana Smith,Tattini,19,Win,True,56,19,12,4,2,25,7,16,6,11,5,2,3,44,25,0.57,18,0.72,19,16,0.84,10,0.53,22,0.71,18,0.9,37,0.56,17,0.61,2,0.67,4,4,1.0,13,12,4,2,1,2,-4,-5,10.23
5c79507f19000041488520e2,Alana Smith,Daavetelia,19,Loss,True,66,24,11,6,2,51,30,18,1,11,4,4,1,63,41,0.65,26,0.63,22,21,0.95,9,0.41,41,0.82,15,0.79,42,0.54,16,0.44,8,0.4,4,3,0.75,24,27,0,1,1,0,-25,-22,16.92
5c7c8539270000c6130271cc,Alana Smith,Jovic,19,Win,True,58,12,5,5,0,18,14,3,3,14,5,5,2,52,29,0.56,20,0.69,23,21,0.91,12,0.52,21,0.81,12,0.86,52,0.63,4,0.4,2,0.5,9,7,0.78,10,8,2,1,2,0,-6,-3,11.15
5c880ac51f00002d00c49036,Alana Smith,Navarro,19,Win,True,58,14,9,2,1,25,10,13,0,13,5,2,1,41,21,0.51,18,0.86,20,19,0.95,13,0.65,31,0.89,8,1.0,39,0.65,16,0.64,3,0.6,5,5,1.0,10,15,0,0,0,1,-10,-9,9.22
5c8810da1f00004502c49042,Alana Smith,earnhard,19,Win,True,53,19,4,3,7,23,10,7,0,10,6,1,3,39,27,0.69,21,0.78,12,9,0.75,5,0.42,26,0.84,9,1.0,30,0.65,14,0.61,9,0.64,7,6,0.86,10,13,0,0,2,1,3,1,14.54
5c968d381c00006c8ddfe711,Alana Smith,Achong,19,Win,False,96,26,10,4,25,50,23,18,11,11,8,4,4,90,52,0.58,31,0.6,38,34,0.89,21,0.55,49,0.86,25,0.78,53,0.5,26,0.49,17,0.74,11,8,0.73,25,25,7,4,0,4,1,1,17.91
5c9820621d00004621f8829d,Alana Smith,Kozar,19,,False,81,26,17,4,0,42,22,14,0,14,6,5,2,67,35,0.52,26,0.74,32,30,0.94,15,0.47,41,0.87,15,0.79,50,0.62,16,0.47,15,0.6,6,5,0.83,17,25,0,0,0,2,-16,-13,13.58
5cb0a1551900000c64ffc6ff,Alana Smith,Soloeva,19,Loss,False,70,19,9,2,0,58,38,14,0,8,3,0,1,70,45,0.64,25,0.56,25,24,0.96,15,0.6,48,0.86,11,0.79,34,0.52,20,0.44,16,0.5,7,5,0.71,25,33,0,0,1,0,-39,-40,16.07
5cb09f7d190000ae63ffc6fb,Alana Smith,Salas,19,Loss,False,114,23,13,4,0,77,48,23,0,17,6,6,4,115,68,0.59,40,0.59,47,43,0.91,21,0.45,46,0.79,36,0.8,78,0.51,26,0.46,10,0.5,12,8,0.67,35,42,0,0,1,3,-54,-52,23.65
5cd4c995230000aa3df5ee8e,Alana Smith,rasmussen,19,Win,False,60,6,2,2,3,17,8,8,4,10,4,1,4,50,25,0.5,20,0.8,25,21,0.84,15,0.6,17,0.63,16,0.76,50,0.61,6,0.5,4,0.5,5,5,1.0,8,9,4,0,1,3,-8,-11,10.0
5d9415ca1800005a5dcaa8f5,Alana Smith,wolfberg,20,Win,False,73,15,8,3,27,22,9,12,17,14,7,2,4,59,34,0.58,23,0.68,25,21,0.84,11,0.44,39,0.75,14,0.78,50,0.53,16,0.55,7,0.78,5,4,0.8,10,12,13,4,4,0,20,18,13.25
5d93b0b2180000cc4fcaa8e8,Alana Smith,mattel,20,Loss,False,70,12,8,2,8,38,20,13,5,12,5,4,6,66,36,0.55,23,0.64,30,24,0.8,11,0.37,33,0.82,26,0.9,49,0.54,14,0.42,7,0.47,8,5,0.62,18,20,4,1,2,4,-18,-20,12.55
5d941a86180000195ecaa8f9,Alana Smith,boulais,20,Win,False,67,11,6,2,3,40,22,18,1,9,5,5,1,65,36,0.55,25,0.69,29,28,0.97,16,0.55,39,0.85,7,0.5,46,0.56,11,0.41,10,0.59,4,4,1.0,26,14,1,0,1,0,-26,-22,13.85
5d94a0c22100000b07a34457,Alana Smith,emma,20,Win,False,61,15,7,4,13,18,11,6,10,10,6,5,3,56,28,0.5,17,0.61,28,25,0.89,14,0.5,21,0.68,21,0.91,35,0.5,17,0.61,9,0.75,6,6,1.0,10,8,6,4,1,2,10,12,8.5
5d976b0d210000765ba3449a,Alana Smith,adriana reami,20,Win,False,58,20,8,3,6,32,22,10,4,6,4,0,0,50,23,0.46,14,0.61,27,27,1.0,21,0.78,20,0.67,17,0.89,32,0.54,18,0.56,8,0.89,9,8,0.89,17,15,2,2,0,0,-6,-6,6.44
5e24b2861b00005d0e48c299,Alana Smith,Safont,20,Win,True,51,10,4,4,19,15,12,2,11,10,6,5,2,39,24,0.62,20,0.83,15,13,0.87,4,0.27,23,0.82,12,0.86,34,0.61,14,0.58,3,0.75,7,6,0.86,8,7,6,5,2,0,14,17,12.31
5e21f53f2100005c530175bc,Alana Smith,Adams,20,Win,False,56,10,4,3,7,18,10,8,3,7,4,2,0,42,23,0.55,17,0.74,19,19,1.0,15,0.79,24,0.89,11,1.0,45,0.74,6,0.4,5,0.42,5,5,1.0,13,5,0,3,0,0,-1,1,9.31
5e21fca621000012540175c0,Alana Smith,Bakhodirova,20,Win,False,55,9,8,0,2,26,15,7,2,7,5,7,2,49,28,0.57,19,0.68,21,19,0.9,12,0.57,30,0.94,5,0.62,38,0.6,12,0.57,5,0.56,4,4,1.0,12,14,2,0,1,1,-15,-10,10.86
5e250c4f1b0000f41d48c2ab,Alana Smith,Horvit,20,Win,True,86,21,10,5,22,26,14,10,21,11,4,9,2,78,48,0.62,41,0.85,30,28,0.93,15,0.5,40,0.74,17,0.85,52,0.57,30,0.53,4,0.31,11,10,0.91,12,14,15,6,0,2,17,24,25.23
5e3780581e0000561de0580e,Alana Smith,Smagina,20,Win,True,67,22,10,5,16,25,13,9,15,9,5,1,2,70,42,0.6,23,0.55,28,26,0.93,15,0.54,39,0.78,12,0.86,43,0.5,20,0.53,4,0.33,6,5,0.83,14,11,11,4,2,0,13,12,13.8
5e373fd71e0000ab16e057fc,Alana Smith,Kessler,20,Incomplete,False,61,13,10,2,1,48,32,13,1,9,4,2,1,64,34,0.53,22,0.65,30,29,0.97,17,0.57,32,0.89,15,0.79,38,0.58,12,0.39,11,0.42,10,7,0.7,22,26,1,0,0,1,-34,-33,11.69
5e5af45b1b00009ee83e6572,Alana Smith,Campana,20,Loss,False,64,16,5,8,1,33,14,18,10,8,3,1,3,69,38,0.55,20,0.53,31,28,0.9,17,0.55,37,0.86,14,0.88,49,0.52,13,0.43,2,0.4,6,5,0.83,19,14,5,5,1,2,-16,-18,11.01
5e5d9bba1e00009f809b3740,Alana Smith,Subhash,20,Loss,False,86,28,7,9,9,57,32,22,7,11,5,3,0,84,45,0.54,28,0.62,39,39,1.0,19,0.49,52,0.88,24,0.92,46,0.51,20,0.49,20,0.49,6,6,1.0,29,28,3,4,0,0,-20,-17,15.0
6005a7704300008589832403,Alana Smith,Johansen,21,Win,True,75,17,10,4,5,41,17,19,10,9,7,5,2,76,50,0.66,27,0.54,26,24,0.92,14,0.54,32,0.86,14,0.78,54,0.59,16,0.41,5,0.5,9,6,0.67,26,15,9,1,2,0,-19,-16,17.76
6011d0eb420000d40c5aeb8c,Alana Smith,Byrne,21,Win,True,56,20,8,2,8,24,12,11,9,4,4,3,4,53,34,0.64,25,0.74,19,15,0.79,8,0.42,27,0.84,15,1.0,39,0.67,11,0.42,6,0.33,5,5,1.0,12,12,2,7,3,1,4,3,16.04
601434ac420000d1575aebb2,Alana Smith,Stolmar,21,Win,True,57,14,8,4,0,27,6,21,1,9,6,3,4,52,29,0.56,20,0.69,23,19,0.83,10,0.43,21,0.81,12,1.0,38,0.61,14,0.56,5,0.62,5,5,1.0,17,10,1,0,3,1,-13,-14,11.15
6032c2ec420000fa2117d8d0,Alana Smith,Anna Campana,21,,True,73,8,2,3,2,28,14,13,9,10,6,4,2,73,36,0.49,24,0.67,37,35,0.95,20,0.54,32,0.8,22,0.85,56,0.55,10,0.4,7,0.54,10,7,0.7,16,12,7,2,1,1,-18,-16,11.84
60330c0542000012b817d8e8,Alana Smith,Carly Briggs,21,Win,True,53,12,9,0,5,25,12,10,3,5,5,4,3,48,33,0.69,22,0.67,15,12,0.8,9,0.6,19,0.86,14,0.78,27,0.57,20,0.67,6,0.55,8,7,0.88,12,13,2,1,1,2,-8,-7,15.12
6058b177450000a7a37c6139,Alana Smith,Kylie Wilcox,21,Win,True,88,14,9,5,0,46,21,23,1,12,5,13,4,81,49,0.6,35,0.71,32,28,0.88,16,0.5,29,0.71,25,0.74,69,0.59,17,0.4,2,0.29,10,9,0.9,29,17,1,0,2,2,-32,-23,21.17
6058b539450000ada37c6143,Alana Smith,Yusupova,21,Win,False,81,22,12,7,0,50,28,21,0,10,3,8,5,75,43,0.57,34,0.79,32,27,0.84,17,0.53,42,0.81,16,0.7,49,0.56,20,0.51,12,0.46,12,11,0.92,27,23,0,0,3,2,-28,-25,19.49
605bb05544000093228b7c13,Jaeda Daniel,Safont,21,Incomplete,False,53,16,7,3,9,22,14,7,8,7,6,1,6,43,24,0.56,15,0.62,19,13,0.68,9,0.47,30,1.0,8,0.73,32,0.59,11,0.58,10,0.56,4,3,0.75,4,18,4,4,3,3,3,-2,8.37
605bb0574400002a058b7c14,Alana Smith,Maquet,21,Win,False,60,17,6,8,0,26,15,9,0,7,5,5,5,51,29,0.57,21,0.72,22,17,0.77,12,0.55,18,0.95,23,0.79,36,0.56,18,0.64,6,0.55,9,7,0.78,13,13,0,0,2,3,-9,-9,11.94
6070d1b7450000c52cfd24c2,Alana Smith,Nika Kozar,21,Win,False,53,17,8,2,11,22,10,11,2,6,5,4,0,43,22,0.51,19,0.86,21,21,1.0,12,0.57,20,0.77,7,0.78,30,0.59,18,0.9,5,0.5,4,4,1.0,10,12,2,0,0,0,6,10,9.72
607392b246000048e5201797,Alana Smith,Subhash,21,Loss,False,76,26,13,11,0,64,33,28,0,12,5,4,5,77,41,0.53,27,0.66,36,31,0.86,14,0.39,44,0.85,19,0.9,46,0.51,20,0.47,10,0.45,10,7,0.7,30,34,0,0,2,3,-38,-39,14.38
610c369d3f0000d84fafd466,Alana Smith,tutunaru,21,Win,True,62,9,4,1,13,11,6,5,13,8,4,5,1,45,27,0.6,22,0.81,18,17,0.94,14,0.78,31,0.82,5,0.83,47,0.73,10,0.43,5,0.71,6,6,1.0,5,6,5,8,1,0,11,15,13.2
611d187c4100001d020b8124,Alana Smith,Cancini,21,Win,False,53,12,2,2,16,15,6,8,10,8,4,4,2,43,27,0.63,21,0.78,16,14,0.88,11,0.69,23,1.0,10,0.62,37,0.62,14,0.67,2,0.5,8,8,1.0,8,7,4,6,0,2,13,15,13.19
5c58c332210000ad24e8a478,Dylan Cannon,Pons,19,Win,True,48,11,6,2,2,20,13,7,2,7,7,3,4,35,17,0.49,11,0.65,18,14,0.78,9,0.5,20,0.77,12,1.0,30,0.61,15,0.79,3,0.38,6,5,0.83,7,13,2,0,1,3,-7,-8,5.34
5e2b2a33180000207e6eb545,Dylan Cannon,Angelsjo,20,Incomplete,True,30,2,0,0,7,17,11,6,7,2,2,0,2,32,23,0.72,12,0.52,9,7,0.78,3,0.33,19,0.9,2,0.29,16,0.43,11,0.55,3,0.75,6,3,0.5,10,7,2,5,1,1,-8,-10,8.62
5e2c64f7180000b3ba6eb584,Dylan Cannon,El Jardi,20,Win,False,59,13,5,3,8,9,7,2,17,8,6,1,3,53,35,0.66,23,0.66,18,15,0.83,8,0.44,22,0.73,9,0.75,46,0.6,11,0.61,2,0.67,9,6,0.67,7,2,9,8,0,3,12,10,15.19
5e2c61d918000034ba6eb57f,Dylan Cannon,Budin,20,Win,False,104,25,14,3,8,65,50,13,14,17,8,3,9,111,60,0.54,35,0.58,51,42,0.82,23,0.45,60,0.8,16,0.64,62,0.46,29,0.52,13,0.52,12,9,0.75,22,43,10,4,3,6,-32,-38,18.92
5c58c2432100008d24e8a476,Liz Norman,Ramon,19,Win,True,56,13,10,1,5,24,15,8,1,7,5,4,0,47,22,0.47,14,0.64,25,25,1.0,16,0.64,20,0.83,13,0.93,40,0.62,12,0.63,4,0.8,8,7,0.88,6,18,1,0,0,0,-6,-2,6.55
5c56484d1e0000ed721f5662,Liz Norman,Bridgeforth,19,Win,False,66,19,8,5,6,42,24,14,6,12,8,1,4,60,29,0.48,17,0.59,31,27,0.87,11,0.35,38,0.93,21,1.0,36,0.6,13,0.37,17,0.53,10,5,0.5,9,33,3,3,2,2,-17,-20,8.22
5c6b150c190000c82f415494,Liz Norman,Voloh,19,Win,True,57,3,3,0,9,31,21,5,2,7,4,0,2,49,25,0.51,17,0.68,24,22,0.92,14,0.58,19,0.83,14,0.78,33,0.59,14,0.52,10,0.83,5,4,0.8,8,23,1,1,1,1,-19,-21,8.67
5c6b105c1900004e2f41548d,Liz Norman,Hung,19,Win,True,54,15,10,0,2,21,14,6,1,7,5,3,0,43,21,0.49,15,0.71,22,22,1.0,14,0.64,19,0.79,11,0.79,39,0.67,12,0.55,3,0.6,4,4,1.0,5,16,1,0,0,0,-4,-1,7.33
5c79517419000059488520e4,Liz Norman,Mora,19,Loss,True,32,12,6,4,3,39,26,13,2,5,2,0,2,42,20,0.48,7,0.35,22,20,0.91,7,0.32,32,0.84,8,0.89,16,0.32,10,0.43,6,0.38,5,2,0.4,12,27,2,0,0,2,-24,-26,3.33
5c7c8eed2700006a140271d5,Liz Norman,Neely,19,Loss,True,73,5,3,1,1,39,24,14,5,8,2,3,6,74,25,0.34,21,0.84,49,43,0.88,23,0.47,29,0.66,21,0.75,51,0.47,15,0.5,7,0.54,6,6,1.0,21,18,3,2,2,4,-33,-36,7.09
5c7e98ed270000476f027224,Liz Norman,Waldron,19,Win,True,77,15,10,3,0,44,32,11,0,14,5,2,2,67,46,0.69,31,0.67,21,19,0.9,10,0.48,52,0.9,16,0.89,40,0.62,17,0.36,20,0.61,9,7,0.78,17,27,0,0,1,1,-29,-28,21.28
5c880ce71f0000be00c49038,Liz Norman,Miller,19,Loss,True,56,7,3,1,3,28,11,16,3,11,4,0,6,58,26,0.45,17,0.65,32,26,0.81,14,0.44,14,0.58,19,0.83,37,0.48,10,0.48,9,0.69,5,5,1.0,8,20,1,2,3,3,-18,-24,7.62
5c981f291d00000921f8829c,Liz Norman,Sorkin,19,Win,False,53,11,8,2,1,24,16,7,0,5,4,0,2,47,20,0.43,14,0.7,27,25,0.93,20,0.74,24,0.96,9,0.82,22,0.63,16,0.62,15,0.62,9,8,0.89,8,16,0,0,0,2,-12,-14,5.96
5c968eb21c0000868ddfe713,Liz Norman,Shirikova,19,Loss,False,70,23,17,1,12,43,31,10,23,8,3,0,2,73,38,0.52,24,0.63,35,33,0.94,16,0.46,44,0.88,25,0.96,41,0.48,21,0.45,8,0.44,5,5,1.0,11,32,11,12,1,1,-8,-10,12.49
5cb0a44b190000cb64ffc701,Liz Norman,Santos,19,Loss,False,49,8,6,1,8,38,25,12,6,13,4,0,2,52,36,0.69,13,0.36,16,14,0.88,7,0.44,36,0.86,14,0.88,35,0.48,10,0.31,4,0.4,5,4,0.8,10,28,4,2,1,1,-22,-24,9.0
5cb0a031190000a463ffc6fc,Liz Norman,Das,19,Loss,False,27,9,4,1,4,33,18,11,9,6,1,0,3,40,28,0.7,8,0.29,12,9,0.75,5,0.42,20,0.77,9,0.9,17,0.36,5,0.23,5,0.45,7,1,0.14,12,21,1,8,1,2,-20,-23,5.6
5cd4cb0b230000dd3df5ee90,Liz Norman,Yano,19,Incomplete,False,75,15,11,4,0,52,35,14,0,12,6,3,7,70,36,0.51,22,0.61,34,27,0.79,14,0.41,50,0.89,13,0.93,38,0.54,12,0.35,25,0.62,5,4,0.8,15,37,0,0,3,4,-37,-41,11.31
5e24b3eb1b0000810e48c29a,Liz Norman,Imperato,20,Win,True,51,16,10,3,4,16,7,8,1,8,5,3,1,36,20,0.56,18,0.9,16,15,0.94,12,0.75,19,0.9,6,0.75,30,0.7,15,0.71,6,0.75,8,7,0.88,6,10,1,0,0,1,4,6,10.0
5e2b290a180000d57d6eb543,Liz Norman,Mccay,20,Win,True,61,10,3,2,10,16,9,6,11,8,5,7,0,49,23,0.47,16,0.7,26,26,1.0,17,0.65,25,0.83,12,0.86,39,0.65,16,0.64,6,0.43,6,6,1.0,5,11,5,6,0,0,4,11,7.51
5e2b2e3a180000b37e6eb54c,Liz Norman,Tanik,20,Win,True,55,14,10,3,13,12,3,7,9,14,6,3,5,48,19,0.4,14,0.74,29,24,0.83,15,0.52,14,0.67,23,0.96,45,0.62,6,0.5,4,0.44,4,4,1.0,1,11,3,6,2,3,15,13,5.54
5e2c64771800008fba6eb583,Liz Norman,Hsieh,20,Win,False,59,5,2,1,5,32,18,12,3,17,7,0,6,54,31,0.57,17,0.55,23,17,0.74,8,0.35,29,0.85,13,1.0,45,0.58,9,0.53,5,0.42,5,4,0.8,12,20,2,1,3,3,-22,-28,9.76
5e2c60db180000d5b96eb57d,Liz Norman,Huang,20,Loss,False,60,12,5,1,10,24,13,10,20,14,4,0,1,60,36,0.6,20,0.56,24,23,0.96,10,0.42,30,0.86,18,0.86,32,0.51,20,0.51,8,0.38,5,4,0.8,10,14,7,13,0,1,-2,-3,12.0
5e3620061a0000dce91ba49a,Liz Norman,Berlin,20,Win,False,62,3,2,0,8,31,15,13,6,15,7,2,4,59,26,0.44,16,0.62,33,29,0.88,12,0.36,31,0.91,14,1.0,32,0.65,13,0.52,17,0.46,10,5,0.5,5,26,3,3,0,4,-20,-22,7.05
601832bc42000006da5aec2f,Liz Norman,Angelsjo,21,Win,True,56,8,3,0,0,25,18,7,0,11,6,5,2,43,24,0.56,17,0.71,19,17,0.89,10,0.53,29,0.91,11,0.85,35,0.62,15,0.68,6,0.55,4,4,1.0,4,21,0,0,1,1,-17,-14,9.49
5c469405170000344ebe45bc,Amanda Rebol,Elizarraras,19,Win,False,78,25,4,5,12,30,10,13,7,14,9,0,6,69,48,0.7,28,0.58,21,15,0.71,7,0.33,48,0.98,9,1.0,24,0.52,32,0.74,22,0.51,8,4,0.5,18,12,3,4,1,5,7,1,19.48
5c473c82210000ec15d0e7ba,Amanda Rebol,Paladini,19,,False,54,6,0,1,1,33,18,12,1,8,4,0,6,53,35,0.66,19,0.54,18,12,0.67,6,0.33,27,0.9,21,0.95,23,0.44,13,0.45,18,0.62,5,4,0.8,14,19,1,0,3,3,-26,-32,12.55
5c56539e1e0000b4731f5665,Amanda Rebol,Peet,19,Loss,False,68,3,1,1,0,29,11,18,0,10,5,0,13,73,45,0.62,29,0.64,28,15,0.54,5,0.18,44,0.88,16,0.89,43,0.5,19,0.46,6,0.29,6,4,0.67,10,19,0,0,10,3,-26,-39,17.88
5c6b113f1900005e2f41548f,Amanda Rebol,Heimuli,19,,True,74,7,2,4,3,43,16,26,3,8,6,0,6,78,55,0.71,36,0.65,23,17,0.74,9,0.39,29,0.71,15,0.65,48,0.51,21,0.54,5,0.38,11,7,0.64,21,22,2,1,2,4,-33,-39,25.38
5c6b159f190000b62f415495,Amanda Rebol,Petersen,19,Loss,True,35,2,1,0,0,35,14,18,1,8,1,0,4,46,31,0.67,15,0.48,15,11,0.73,3,0.2,19,0.83,11,0.85,14,0.35,12,0.5,9,0.41,8,2,0.25,16,19,1,0,2,2,-33,-37,10.11
5c7952691900006a488520e6,Amanda Rebol,Pizer,19,,True,65,20,8,4,8,27,12,11,2,6,2,0,2,58,43,0.74,32,0.74,15,13,0.87,7,0.47,30,0.83,18,0.9,25,0.51,23,0.64,17,0.57,9,7,0.78,15,12,1,1,0,2,1,-1,23.72
5c7d33bf270000cf280271d9,Amanda Rebol,Wong,19,Win,True,59,16,3,2,0,16,7,8,0,8,6,0,5,53,35,0.66,21,0.6,18,13,0.72,10,0.56,27,1.0,14,1.0,21,0.58,26,0.72,12,0.5,9,6,0.67,10,6,0,0,4,1,0,-5,13.87
5c880db61f0000e500c4903a,Amanda Rebol,Marti,19,Win,True,74,24,9,5,2,46,24,15,1,15,7,0,4,60,44,0.73,26,0.59,16,12,0.75,8,0.5,41,0.91,21,0.81,30,0.54,28,0.58,16,0.53,10,6,0.6,18,28,0,1,2,2,-20,-24,19.07
5c8812291f0000a302c49045,Amanda Rebol,Morse,19,Win,True,55,14,1,3,4,19,8,11,0,10,7,0,4,43,31,0.72,20,0.65,12,8,0.67,4,0.33,36,0.9,6,1.0,17,0.49,24,0.8,14,0.58,7,5,0.71,11,8,0,0,2,2,-1,-5,14.42
5c9690211c0000988ddfe715,Amanda Rebol,Madcur,19,Win,False,67,15,4,6,0,39,10,24,0,10,6,0,9,65,39,0.6,23,0.59,26,17,0.65,9,0.35,47,0.94,13,0.81,21,0.49,15,0.54,31,0.51,11,6,0.55,14,25,0,0,4,5,-24,-33,13.8
