Monthly Date,SGIXSENT,IND1CUE1,IND1CEE1,IND1BTY,IND1CER1,IND1BJB,IND1BARC,SGXQIN01,EWH UP,EWJ UP
2009/01,159.598,682.6413,1514.826,3769.30405,743.5319999999999,2344.883055555556,366.0462,0.6599999999999999,,35.608000000000004
2009/02,158.6042105263158,635.2988947368422,1418.4081578947369,3705.3751052631574,741.9174736842106,2339.9795555555556,373.6005684210526,0.5763157894736842,,32.05094736842105
2009/03,158.73954545454546,599.4279090909091,1319.4440909090908,3754.0367272727276,749.8226363636364,2334.313142857143,375.11902272727275,0.6140909090909091,,30.400545454545455
2009/04,160.33523809523808,672.3357142857143,1500.68855,3749.5076190476193,740.1613500000001,2304.4722,382.6922238095238,0.7376190476190476,,33.69657142857143
2009/05,161.523,716.28955,1620.4516315789474,3682.6348,726.5809473684211,2301.8008823529412,377.603685,0.716,,36.362
2009/06,160.4759090909091,735.6028636363636,1636.116772727273,3566.3552272727275,720.8939545454546,2308.2907727272727,379.5100954545455,0.49454545454545457,,37.658181818181816
2009/07,164.13772727272726,744.4262727272727,1643.0371363636366,3630.6199090909095,735.4293636363636,2340.008904761905,389.44764545454547,0.6809090909090909,,37.82545454545454
2009/08,165.44190476190474,805.3731428571429,1786.9542857142858,3629.9187142857145,738.4052380952381,2337.007476190476,392.88527142857146,0.49000000000000005,,40.16761904761905
2009/09,166.77380952380952,833.5665714285715,1851.112380952381,3688.5125238095243,743.4328095238095,2354.0420555555556,390.1976571428571,0.6895238095238095,,40.481904761904765
2009/10,168.35818181818183,853.1332727272728,1882.1726818181817,3717.2298636363635,749.1963181818181,2350.585952380952,389.3403090909091,0.47590909090909095,,39.18727272727273
2009/11,170.155,870.9666,1870.06565,3743.99925,750.3826,2348.4339999999997,397.80515,0.5549999999999999,,38.114
2009/12,172.95772727272728,890.5430909090909,1932.25315,3722.1855454545453,757.32855,2374.8858,407.4786454545454,0.49454545454545457,,39.60545454545455
2010/01,172.5336842105263,901.8048947368421,1939.9363157894738,3709.8244736842103,754.9116842105263,2365.654777777778,406.83275789473686,0.6652631578947369,,40.72210526315789
2010/02,173.08736842105262,875.8094210526316,1849.364157894737,3743.461894736842,763.5995789473684,2369.489222222222,410.04688947368425,0.5163157894736843,,39.52210526315789
2010/03,176.30304347826086,927.951652173913,1972.696652173913,3750.9175217391307,769.8523913043479,2375.258272727273,409.8438,0.7608695652173914,,41.090434782608696
2010/04,179.5909523809524,965.4443809523809,2055.4707,3741.2762857142857,775.36595,2376.4622,418.9556285714286,0.5142857142857143,,42.07809523809524
2010/05,184.03050000000002,907.6021000000001,1971.6082,3847.1699500000004,801.9798499999999,2397.193294117647,424.493585,0.1895,,39.488
2010/06,186.02454545454546,875.5407272727273,2008.1002727272726,3903.2714090909094,818.5494545454545,2413.036227272727,419.04661363636365,0.5572727272727273,,37.89272727272727
2010/07,187.4142857142857,873.0110952380952,2005.5439999999999,3965.953666666667,818.7280476190476,2429.6778,415.0550095238095,0.6938095238095239,,38.06666666666666
2010/08,189.88181818181818,880.3853636363636,2021.7138636363636,4049.952681818182,843.7111363636363,2444.5345454545454,414.87833181818183,0.5213636363636364,,38.35818181818182
2010/09,193.08666666666664,910.9535238095239,2052.7434285714285,4060.8860952380955,847.3311428571429,2443.297842105263,416.94400476190475,0.5366666666666666,,39.243809523809524
2010/10,196.7985714285714,952.4997142857143,2124.7216190476192,4119.658761904762,846.3046666666667,2468.5602,419.4372380952381,0.6195238095238095,,40.413333333333334
2010/11,197.51,975.8166666666667,2223.6274285714285,4091.5901904761904,832.1775714285714,2441.9553684210528,426.82757142857145,0.5128571428571428,,41.074285714285715
2010/12,194.05545454545455,1012.6490454545454,2304.9180952380952,3951.8877272727273,803.2297142857143,2416.2574,421.8893318181818,0.5613636363636364,,42.86
2011/01,194.6925,1047.0873,2317.3126,3949.2826,800.14085,2417.4552777777776,431.777565,0.54,,44.182
2011/02,195.53105263157894,1079.4453684210525,2399.0894736842106,3906.892947368421,788.5027368421053,2406.018722222222,449.30695263157895,0.7047368421052632,,45.509473684210526
2011/03,196.3013043478261,1067.3283478260869,2286.7190869565216,3958.7909130434787,790.5769130434783,2423.5317272727275,450.21811739130436,0.44869565217391305,,42.751304347826085
2011/04,197.193,1090.3592,2373.905052631579,3963.0714500000004,784.7471052631579,2422.2685789473685,453.14583999999996,0.6875,,40.426
2011/05,202.98571428571427,1097.4093333333333,2408.0480476190473,4062.935238095238,807.2052380952382,2447.2544444444447,454.76202380952384,0.3880952380952381,,41.13142857142857
2011/06,205.48090909090908,1057.6175,2346.273681818182,4139.265136363636,822.9870454545454,2455.800818181818,459.4492045454545,0.2827272727272727,,40.39090909090909
2011/07,209.88600000000002,1090.7932,2385.9345000000003,4160.2747,841.28945,2462.0311578947367,464.54566000000005,0.4245,,42.646
2011/08,212.04739130434783,975.8307826086957,1937.000652173913,4334.813347826087,889.6256956521739,2479.0655217391304,467.76570434782604,0.16391304347826088,,39.25565217391304
2011/09,215.61619047619047,968.6970476190476,1764.543142857143,4397.161238095238,930.5726666666667,2487.007157894737,468.58430952380957,0.3190476190476191,,38.011428571428574
2011/10,214.53,996.7226666666667,1915.401904761905,4348.336428571429,915.3431904761904,2484.2385,468.2946952380952,0.5680952380952381,,38.25904761904762
2011/11,215.91190476190474,1015.4356190476191,1907.859,4403.240476190476,930.4991904761905,2488.8568421052632,467.33194761904764,0.34095238095238095,,36.80380952380953
2011/12,215.61190476190478,1031.4064761904763,1913.3655714285717,4422.318523809524,929.9567142857143,2488.7407,475.37236190476193,0.6157142857142857,,36.565714285714286
2012/01,219.19,1080.27875,2048.7595,4444.9068,945.6540000000001,2495.9307777777776,478.76005999999995,0.7655000000000001,,37.245999999999995
2012/02,223.7035,1125.1494,2207.918,4456.32015,944.16165,2497.5968000000003,480.8929,0.6895,,39.378
2012/03,226.38772727272726,1158.412409090909,2268.1594545454545,4411.2527272727275,948.6096363636364,2493.4474285714286,481.72421363636363,0.6263636363636363,,40.1109090909091
2012/04,225.522,1156.40015,2189.7362105263155,4462.8602,972.9842105263158,2502.869210526316,477.95095499999996,0.417,,39.156
2012/05,226.54636363636362,1120.0160454545455,2088.8678095238097,4533.215499999999,1005.2226666666667,2516.8301500000002,472.1751318181818,0.22863636363636364,,36.57636363636364
2012/06,227.37380952380954,1108.0240952380952,2007.9337619047617,4576.9383333333335,1005.6707142857142,2526.2399047619047,474.43799047619046,0.5666666666666667,,35.96761904761905
2012/07,228.66476190476192,1139.473380952381,2126.050523809524,4610.794333333333,1023.1839523809524,2536.91695,448.2319904761905,0.5595238095238095,,36.42857142857143
2012/08,230.8208695652174,1178.4713043478262,2256.1636086956523,4575.11652173913,1009.9508260869565,2530.659695652174,441.00658695652174,0.7252173913043478,,36.76347826086957
2012/09,232.62578947368422,1214.1014210526316,2366.6356842105265,4587.092000000001,1000.2574736842105,2534.204944444444,445.47589473684206,0.8231578947368421,,36.89473684210526
2012/10,234.16857142857143,1210.3793333333333,2366.536380952381,4589.074904761905,1005.4629047619048,2539.32655,448.9163380952381,0.6533333333333333,,36.394285714285715
2012/11,233.85619047619045,1175.8418571428572,2349.1039047619047,4615.7691904761905,1022.6942857142858,2545.6858,461.3682333333333,0.4642857142857143,,36.390476190476186
2012/12,237.58200000000002,1201.3812,2457.463176470588,4607.72855,1029.2974210526318,2549.2054444444443,479.11297,0.5335,,38.044
2013/01,236.20571428571427,1251.2594285714285,2512.1692857142857,4569.238285714286,1007.0227619047619,2545.3487777777777,478.4369428571428,0.5071428571428571,,39.35047619047619
2013/02,236.38368421052633,1280.1984210526316,2485.6223157894738,4567.082052631578,1008.7205263157894,2550.9463888888886,477.4485,0.26526315789473687,,40.189473684210526
2013/03,240.42199999999997,1314.70625,2565.1967,4587.99445,1035.26055,2571.1944210526317,473.35676,0.425,,42.318
2013/04,243.27454545454546,1332.0907272727272,2502.0414285714287,4647.506318181818,1057.902857142857,2558.7850952380954,476.2889818181818,0.4895454545454545,,44.78363636363636
2013/05,242.98454545454544,1393.3138636363635,2690.5791904761904,4612.443954545454,1046.393,2529.25395,469.9207727272727,0.5690909090909091,,46.88363636363636
2013/06,237.30700000000002,1377.07125,2619.44005,4514.3769999999995,1021.97485,2527.7429,470.48618500000003,0.19,,43.922000000000004
2013/07,234.59545454545457,1421.031409090909,2640.844,4450.966272727273,1024.563818181818,2537.216,469.1603363636363,0.6754545454545454,,46.629090909090905
2013/08,233.9481818181818,1423.817590909091,2693.6095454545452,4426.555136363637,1005.5360000000001,2551.901272727273,479.6396045454545,0.57,,45.42181818181818
2013/09,235.945,1441.11945,2750.0655500000003,4426.0179499999995,998.7001,2564.5428888888887,481.818725,0.616,,46.874
2013/10,240.87695652173915,1470.0542173913045,2842.799086956522,4507.125260869565,1018.1439565217391,2582.400136363636,491.68655652173913,0.682608695652174,,47.544347826086955
2013/11,243.55700000000002,1526.88475,2960.0510999999997,4503.064850000001,1028.90895,2588.046947368421,500.811,0.63,,47.836
2013/12,241.30476190476188,1550.3870952380953,2984.716055555555,4455.305809523809,1015.4512222222222,2582.816263157895,494.34579523809526,0.5038095238095238,,47.586666666666666
2014/01,242.19904761904763,1563.3807619047618,3068.130142857143,4465.600476190476,1024.6329523809525,2587.4695555555554,488.12834285714285,0.4714285714285714,,47.54095238095238
2014/02,244.51421052631576,1560.387157894737,3064.3563157894737,4520.019842105264,1053.8672105263158,2600.690833333333,477.2861631578947,0.5394736842105263,,45.75157894736842
2014/03,245.8385714285714,1603.1004761904762,3012.4070476190477,4507.7005714285715,1063.7822857142858,2603.84065,478.7654095238095,0.6204761904761904,,45.04380952380953
2014/04,247.87000000000003,1605.6052857142859,3058.25645,4509.43280952381,1072.40875,2605.86415,480.8487476190477,0.6119047619047618,,44.49904761904762
2014/05,252.74238095238096,1629.5296666666666,3122.2614000000003,4563.286380952381,1092.9665499999999,2611.1136842105266,483.5010809523809,0.559047619047619,,44.96761904761905
2014/06,256.992380952381,1681.3032380952382,3195.8473809523807,4555.275714285714,1106.732238095238,2618.207,489.41579523809526,0.7276190476190476,,47.59809523809523
2014/07,261.8681818181818,1705.8289545454545,3133.2578181818185,4574.537909090909,1129.2442727272728,2627.9920952380953,499.1673818181818,0.45909090909090905,,48.443636363636365
2014/08,258.27095238095234,1698.1060476190476,2981.519523809524,4611.235238095238,1153.1116666666667,2632.6084761904763,506.14831904761905,0.3566666666666667,,47.582857142857144
2014/09,258.4147619047619,1728.7738095238096,3102.057333333333,4579.173857142857,1162.8118571428572,2632.1021052631577,506.2786190476191,0.3161904761904762,,47.30095238095238
2014/10,259.5773913043478,1681.1665217391305,2884.934681818182,4662.456304347826,1183.7507391304348,2642.710181818182,506.02590869565216,0.25869565217391305,,45.0695652173913
2014/11,261.57,1777.941842105263,3041.606736842105,4655.326421052632,1196.0555263157894,2644.985176470588,503.816152631579,0.57,,46.800000000000004
2014/12,267.5140909090909,1789.4296363636363,3156.533842105263,4680.965727272727,1219.079105263158,2666.69695,512.0778590909091,0.2981818181818182,20.54,45.941818181818185
2015/01,274.132,1766.8491999999999,3254.50045,4779.18335,1257.64255,2682.256,522.5355999999999,0.3625,21.1065,45.327999999999996
2015/02,276.5563157894737,1815.782894736842,3524.899157894737,4755.246105263158,1276.403052631579,2668.7084444444445,524.378347368421,0.5005263157894737,21.783684210526314,47.816842105263156
2015/03,279.70272727272726,1816.4004545454545,3786.2611818181817,4745.604363636364,1292.3207272727273,2674.1101363636367,527.7516272727272,0.47590909090909095,21.476363636363637,50.1109090909091
2015/04,283.43142857142857,1831.9346666666665,3841.2798000000003,4800.076857142857,1309.7971499999999,2681.8768,524.5574,0.5552380952380952,23.50857142857143,52.032380952380954
2015/05,271.99,1849.1841499999998,3720.6326315789474,4738.13395,1244.3449473684211,2669.903294117647,520.088375,0.5615,23.935499999999998,52.339999999999996
2015/06,269.21,1841.1154999999999,3603.2846818181815,4694.376818181819,1214.1806818181817,2668.2316363636364,521.2704272727273,0.3286363636363636,23.43136363636364,51.88363636363636
2015/07,270.0163636363636,1838.776909090909,3619.807318181818,4722.473181818182,1231.4052727272729,2676.584523809524,521.8633272727274,0.4968181818181818,22.19590909090909,51.25454545454545
2015/08,270.5166666666667,1792.481619047619,3466.617619047619,4770.736619047619,1254.5299047619048,2687.5961428571427,527.9642285714285,0.4590476190476191,20.712380952380954,50.24380952380952
2015/09,267.9947619047619,1711.7667142857144,3188.629523809524,4787.689142857143,1256.6259523809524,2697.3561111111107,528.1055428571428,0.3623809523809524,19.36809523809524,46.434285714285714
2015/10,272.00545454545454,1785.2178181818183,3274.0534545454548,4828.157363636364,1280.8852272727272,2704.626619047619,536.2328454545454,0.6845454545454546,20.393636363636364,48.53636363636363
2015/11,273.813,1837.8121999999998,3513.1046499999998,4751.7919,1283.4671,2705.5640555555556,544.19819,0.491,20.411,49.882
2015/12,274.9281818181818,1817.028681818182,3421.0942499999996,4756.240681818182,1280.81435,2710.11895,562.2722090909091,0.4686363636363637,19.93909090909091,48.91454545454545
2016/01,275.73526315789474,1698.0987368421054,3150.318157894737,4823.598052631579,1305.7604736842106,2721.8912222222225,567.2945631578947,0.25578947368421057,18.09631578947368,45.56210526315789
2016/02,284.3215,1688.5613,2974.669,4928.39525,1362.1699,2758.0573157894737,577.06203,0.44749999999999995,17.5985,43.618
2016/03,286.27500000000003,1796.6897272727272,3156.586285714286,4881.717636363636,1369.1590952380952,2767.9379999999996,574.7310181818182,0.7413636363636363,19.154090909090908,45.73636363636364
2016/04,288.65,1847.7850476190474,3208.0563809523806,4922.447999999999,1377.6914285714286,2772.65235,572.1667714285715,0.5628571428571428,19.89857142857143,46.561904761904756
2016/05,288.09666666666664,1840.8435714285715,3187.9504761904764,4918.5968095238095,1382.3731428571427,2775.255722222222,567.0993857142857,0.4723809523809524,19.213809523809523,46.476190476190474
2016/06,289.7390909090909,1859.9205909090908,3147.6785,4976.1140000000005,1414.4001818181819,2786.1295,564.9295954545455,0.3509090909090909,19.583636363636366,46.49636363636363
2016/07,295.4765,1921.1832,3184.52015,5017.1915,1442.86015,2805.8644736842107,581.5610300000001,0.579,20.267500000000002,47.144
2016/08,295.62347826086955,1949.957347826087,3364.8921304347828,4999.727652173913,1448.7394347826087,2770.735090909091,587.0301826086957,0.6634782608695652,21.02782608695652,48.98260869565217
2016/09,293.62619047619046,1933.6359047619048,3353.219428571428,4983.841619047619,1448.5804761904762,2770.7522631578945,586.6683428571429,0.4057142857142857,21.888095238095236,49.78476190476191
2016/10,292.1280952380952,1922.367238095238,3394.3533333333335,4954.537476190476,1435.5864285714285,2773.2936,584.9722714285714,0.4504761904761904,21.84714285714286,49.950476190476195
2016/11,288.43809523809523,1944.5652857142857,3385.4640000000004,4846.163476190476,1400.3995238095238,2758.416315789474,597.5334047619048,0.4057142857142857,21.00857142857143,49.76047619047619
2016/12,286.44571428571425,2021.5065714285713,3586.3540952380954,4738.911285714285,1397.090380952381,2744.4022,591.0921428571428,0.6185714285714285,20.112380952380953,50.07333333333333
2017/01,290.15749999999997,2047.0909500000002,3717.0852,4765.81725,1402.2564,2747.3723333333332,605.42043,0.6365000000000001,20.6355,50.521499999999996
2017/02,293.3342105263158,2097.9703684210526,3755.0618947368425,4776.744421052632,1418.015105263158,2743.7776842105263,610.7007315789473,0.5357894736842105,21.334736842105265,51.23736842105263
2017/03,295.4865217391304,2133.8707826086957,3851.7598695652173,4761.371739130435,1412.2264782608695,2756.1515454545456,615.4461869565217,0.5834782608695652,22.023404347826087,51.58681739130434
2017/04,301.81105263157895,2126.8624210526314,3911.132055555556,4828.693263157894,1440.2961666666665,2767.5514736842106,616.2704052631578,0.49157894736842106,22.533684210526314,51.373684210526314
2017/05,307.92136363636365,2160.4177272727275,4038.983666666667,4833.955818181818,1421.272619047619,2764.944,614.7931772727272,0.7613636363636364,23.258636363636363,52.70636363636363
2017/06,311.36863636363637,2197.0717272727275,4056.974863636364,4874.834590909091,1441.223909090909,2762.5025,619.865359090909,0.6536363636363637,23.808636363636364,54.20045454545455
2017/07,307.3825,2215.46045,3952.67565,4842.5941,1400.078,2754.759789473684,625.925435,0.5785,23.741,53.795500000000004
2017/08,311.3373913043478,2218.038391304348,3878.471304347826,4879.754217391304,1433.866695652174,2765.3738636363637,635.6564130434782,0.40608695652173915,24.395652173913046,54.57304347826087
2017/09,315.26,2252.1272,3988.9329,4879.08285,1441.59595,2772.9738947368423,645.12379,0.476,24.7625,55.220000000000006
2017/10,316.1686363636364,2310.2501363636366,4155.735363636363,4831.395363636364,1440.5773181818183,2763.9900000000002,651.7216363636363,0.6163636363636363,25.006363636363634,57.16863636363637
2017/11,318.88714285714286,2343.800095238095,4208.060666666667,4825.932619047619,1457.2874285714286,2773.18055,652.1413,0.6938095238095239,25.536190476190477,59.30380952380952
2017/12,319.523,2409.724,4178.922368421052,4802.5936,1461.255,2773.58475,654.3261,0.6085,25.247,59.7355
2018/01,316.3666666666667,2520.890523809524,4238.826285714285,4748.733666666667,1430.2095714285713,2765.8932222222224,645.3464285714285,0.5638095238095238,26.323809523809523,63.17809523809524
2018/02,308.0273684210526,2442.814684210526,3981.2697894736843,4673.834052631579,1398.9167368421054,2769.724222222222,655.737294736842,0.2068421052631579,25.314210526315787,60.793684210526315
2018/03,310.90333333333336,2439.999333333333,3884.485380952381,4680.951761904762,1428.1291904761904,2777.72955,663.6743142857142,0.5104761904761905,25.64666666666667,60.0747619047619
2018/04,312.37380952380954,2392.5185714285712,3963.5088499999997,4674.8460000000005,1441.58735,2778.3876499999997,665.8877904761905,0.7200000000000001,25.404285714285713,60.43190476190476
2018/05,311.93136363636364,2435.180727272727,4124.10719047619,4644.87090909091,1449.6103809523809,2778.71475,665.6821090909091,0.5386363636363636,25.965,60.679545454545455
2018/06,313.77714285714285,2483.5695238095236,4045.0920476190477,4667.721428571429,1476.0947142857144,2780.5180476190476,669.9796476190476,0.4480952380952381,25.348571428571432,59.62142857142857
2018/07,315.7204761904762,2517.1452380952383,4023.5605238095236,4676.976095238095,1495.1493809523809,2781.73295,666.3360142857143,0.6523809523809524,24.389047619047616,57.98190476190476
2018/08,315.19652173913045,2574.122086956522,3980.797695652174,4682.117608695652,1499.1682608695653,2772.797739130435,670.8963434782609,0.3208695652173913,24.14434782608696,57.90217391304348
2018/09,311.96263157894737,2613.649157894737,3892.5477368421057,4649.9907368421045,1483.6607894736842,2772.580411764706,674.0685,0.5257894736842106,23.667368421052632,58.573157894736845
2018/10,307.9991304347826,2506.4224782608694,3737.7302608695654,4615.645695652173,1481.8788695652174,2774.018818181818,670.3313043478261,0.22565217391304346,22.28304347826087,56.996956521739136
2018/11,308.0257142857143,2448.2342857142858,3637.554095238095,4633.768099999999,1501.148523809524,2785.24845,659.6585333333334,0.3066666666666667,22.55095238095238,54.80619047619048
2018/12,313.6394736842105,2307.3148421052633,3460.5489375,4716.717166666666,1530.259375,2803.4378235294116,670.3759894736842,0.3663157894736842,22.89894736842105,52.24526315789473
2019/01,320.8452380952381,2341.1215238095238,3508.043238095238,4760.366285714285,1551.4448095238095,2813.386,686.3922,0.7376190476190476,23.615238095238094,53.10809523809524
2019/02,326.8147368421052,2473.127315789474,3611.815789473684,4768.333947368421,1574.9082631578947,2817.138111111111,695.2357789473684,0.7505263157894737,25.29578947368421,54.15894736842105
2019/03,330.1738095238095,2517.8159047619047,3696.791571428571,4795.640142857143,1590.271380952381,2818.8062,698.2261523809524,0.5823809523809524,25.799999999999997,54.305238095238096
2019/04,335.96809523809526,2605.7055238095236,3866.59985,4808.50019047619,1602.8025499999999,2817.796105263158,694.054180952381,0.6514285714285715,26.664285714285718,55.197142857142865
2019/05,338.5945454545454,2559.414272727273,3862.6700476190476,4849.266090909091,1625.443238095238,2818.807722222222,693.5191,0.23727272727272727,25.513181818181817,53.875454545454545
2019/06,346.779,2590.68595,3889.5432631578947,4951.2940499999995,1669.21755,2833.406,691.1131,0.5235000000000001,25.3315,54.178999999999995
2019/07,349.8131818181818,2683.8815,3966.5531818181817,4952.905772727273,1694.2697272727273,2834.971571428571,693.0872772727272,0.6922727272727273,26.035454545454545,54.94590909090909
2019/08,355.6140909090909,2593.2014545454545,3749.448636363636,5064.330409090909,1771.0752272727273,2854.4279047619048,694.6650136363636,0.3040909090909091,23.239545454545453,53.439090909090915
2019/09,354.8525,2668.7385999999997,3938.57425,5036.949,1756.5348999999999,2854.121777777778,689.9778,0.73,23.463,56.1375
2019/10,352.6530434782608,2662.235,4019.3175,5039.4241304347825,1727.003608695652,2846.4195714285715,691.9101260869566,0.6508695652173914,23.062173913043477,57.337391304347825
2019/11,350.1725,2775.81085,4230.1492,4997.125368421052,1696.1764500000002,2824.9673157894736,690.024755,0.673,23.9885,59.706500000000005
2019/12,348.7609523809524,2840.752857142857,4228.041222222222,4975.6583,1684.5560555555558,2806.6785499999996,698.2336904761904,0.6599999999999999,23.857619047619046,59.94904761904762
2020/01,352.52857142857147,2928.3334285714286,4281.08880952381,5011.895857142857,1691.147761904762,2806.8205,713.7944238095238,0.5676190476190476,24.525714285714283,59.37571428571429
2020/02,356.9342105263158,2927.3385789473687,4263.710368421052,5089.011,1734.2832631578947,2818.8739411764705,720.9095947368421,0.38473684210526315,23.564736842105265,57.43473684210526
2020/03,362.175,2366.8603636363637,3210.9345454545455,5305.249727272728,1756.8034545454545,2821.317619047619,746.3781681818182,0.14545454545454548,20.581363636363637,48.777727272727276
2020/04,362.37,2468.3780952380953,3324.1669,5368.629428571429,1733.1876315789475,2806.13745,793.2245380952381,0.6604761904761905,21.024761904761903,50.17714285714286
2020/05,364.099,2613.17455,3521.877736842105,5376.4377,1750.389736842105,2804.935,795.79075,0.7849999999999999,20.682,52.6245
2020/06,368.99545454545455,2783.984681818182,3956.0135238095236,5370.596409090909,1730.7915,2800.253227272727,802.4982045454545,0.6927272727272727,21.540454545454544,56.250454545454545
2020/07,372.52590909090907,2880.105636363636,4096.484,5404.349090909091,1752.862227272727,2802.7624,807.2403545454545,0.8281818181818181,21.728181818181817,55.82909090909091
2020/08,374.8461904761905,3048.9021904761908,4141.086333333333,5408.863714285714,1755.5340952380952,2798.31295,807.1724666666667,0.7176190476190476,22.127142857142857,57.359047619047615
